customer_id,plan,monthly_charges,contract_type
73620,Premium,145.79,Month-to-month
73621,Basic,38.53,Two year
73622,Basic,29.76,One year
73623,Basic,24.47,Month-to-month
73624,Standard,58.72,Month-to-month
73625,Basic,38.76,One year
73626,Standard,71.87,Two year
73627,Basic,40.65,Month-to-month
73628,Standard,62.23,Month-to-month
73629,Basic,23.83,Month-to-month
73630,Standard,66.05,Month-to-month
73631,Basic,34.35,Month-to-month
73632,Premium,128.4,Month-to-month
73633,Basic,29.95,One year
73634,Basic,41.12,Month-to-month
73635,Basic,36.88,Month-to-month
73636,Basic,25.67,Month-to-month
73637,Basic,22.72,Two year
73638,Premium,141.95,Two year
73639,Premium,141.41,Month-to-month
73640,Basic,40.41,Month-to-month
73641,Basic,22.54,Month-to-month
73642,Standard,50.06,Month-to-month
73643,Standard,55.11,Month-to-month
73644,Basic,42.91,Month-to-month
73645,Premium,146.8,Month-to-month
73646,Premium,101.62,Month-to-month
73647,Standard,72.36,Month-to-month
73648,Standard,51.31,Month-to-month
73649,Standard,54.86,Two year
73650,Standard,61.53,Month-to-month
73651,Premium,125.5,Two year
73652,Premium,123.3,Month-to-month
73653,Standard,62.58,Month-to-month
73654,Standard,68.55,Month-to-month
73655,Premium,127.59,One year
73656,Basic,21.76,One year
73657,Standard,63.47,Month-to-month
73658,Standard,51.04,Month-to-month
73659,Basic,33.82,Month-to-month
73660,Basic,23.36,One year
73661,Standard,70.06,Month-to-month
73662,Basic,22.34,One year
73663,Basic,32.24,Month-to-month
73664,Standard,51.08,Two year
73665,Basic,36.28,Month-to-month
73666,Basic,28.19,One year
73667,Standard,58.05,Two year
73668,Standard,53.04,Month-to-month
73669,Basic,28.41,One year
73670,Standard,74.58,Month-to-month
73671,Standard,59.22,Month-to-month
73672,Standard,74.0,Two year
73673,Standard,71.36,Month-to-month
73674,Basic,22.99,Two year
73675,Basic,21.17,Month-to-month
73676,Basic,43.3,Month-to-month
73677,Standard,61.12,Month-to-month
73678,Standard,59.91,One year
73679,Premium,100.51,One year
73680,Premium,107.93,One year
73681,Basic,20.45,Two year
73682,Standard,54.07,One year
73683,Premium,101.57,One year
73684,Standard,79.89,Two year
73685,Basic,22.79,Month-to-month
73686,Basic,29.47,Month-to-month
73687,Standard,81.87,Month-to-month
73688,Basic,44.67,Month-to-month
73689,Premium,99.05,Two year
73690,Basic,24.62,Month-to-month
73691,Standard,50.1,Month-to-month
73692,Standard,78.47,Two year
73693,Standard,63.43,One year
73694,Standard,61.45,Month-to-month
73695,Premium,114.1,Month-to-month
73696,Standard,83.06,Month-to-month
73697,Basic,26.38,One year
73698,Standard,69.78,Month-to-month
73699,Basic,43.97,Two year
73700,Standard,72.26,One year
73701,Basic,27.93,Month-to-month
73702,Basic,31.3,Month-to-month
73703,Basic,22.63,Two year
73704,Basic,27.68,One year
73705,Basic,34.94,One year
73706,Basic,43.46,Month-to-month
73707,Standard,53.88,Month-to-month
73708,Standard,83.05,Month-to-month
73709,Standard,56.5,Month-to-month
73710,Basic,32.07,Month-to-month
73711,Basic,40.15,One year
73712,Premium,106.28,Month-to-month
73713,Basic,21.66,Two year
73714,Basic,37.33,Month-to-month
73715,Premium,90.27,Month-to-month
73716,Standard,55.03,One year
73717,Standard,70.88,Month-to-month
73718,Standard,74.06,Month-to-month
73719,Basic,32.26,Month-to-month
73720,Standard,70.51,Month-to-month
73721,Basic,28.51,Two year
73722,Standard,53.99,Month-to-month
73723,Basic,32.19,One year
73724,Basic,41.24,Two year
73725,Basic,35.15,Month-to-month
73726,Standard,50.19,Month-to-month
73727,Premium,134.34,Two year
73728,Basic,30.12,Two year
73729,Standard,80.08,Month-to-month
73730,Standard,78.55,Month-to-month
73731,Premium,115.56,Month-to-month
73732,Basic,38.11,Month-to-month
73733,Basic,33.4,Month-to-month
73734,Basic,31.21,Two year
73735,Basic,31.93,One year
73736,Standard,78.66,Two year
73737,Basic,33.48,Two year
73738,Standard,53.55,Two year
73739,Basic,20.02,Month-to-month
73740,Standard,72.84,Month-to-month
73741,Basic,43.58,Two year
73742,Standard,73.07,Two year
73743,Basic,25.66,Month-to-month
73744,Premium,108.35,One year
73745,Standard,75.54,Two year
73746,Standard,53.0,Month-to-month
73747,Standard,64.51,Month-to-month
73748,Standard,73.63,Two year
73749,Basic,30.85,Month-to-month
73750,Basic,28.54,One year
73751,Premium,122.26,Two year
73752,Standard,61.61,One year
73753,Basic,22.35,Two year
73754,Basic,28.63,Month-to-month
73755,Premium,114.66,One year
73756,Basic,42.03,Month-to-month
73757,Basic,35.85,One year
73758,Basic,32.51,Month-to-month
73759,Standard,65.45,One year
73760,Standard,50.07,One year
73761,Standard,50.46,Month-to-month
73762,Premium,105.04,One year
73763,Standard,75.48,Month-to-month
73764,Standard,68.49,One year
73765,Standard,54.8,Month-to-month
73766,Standard,60.91,Month-to-month
73767,Standard,50.78,Two year
73768,Basic,25.99,Month-to-month
73769,Basic,30.0,One year
73770,Basic,37.41,Month-to-month
73771,Basic,37.6,Month-to-month
73772,Standard,60.01,One year
73773,Standard,57.16,Month-to-month
73774,Premium,90.61,One year
73775,Standard,71.15,Month-to-month
73776,Basic,39.52,Month-to-month
73777,Basic,29.85,Month-to-month
73778,Premium,131.99,Two year
73779,Premium,134.37,Two year
73780,Standard,67.81,One year
73781,Standard,82.12,Two year
73782,Basic,23.48,One year
73783,Basic,26.58,Two year
73784,Standard,81.96,One year
73785,Standard,61.04,Month-to-month
73786,Standard,57.89,One year
73787,Basic,30.48,Two year
73788,Basic,27.97,One year
73789,Standard,82.79,Month-to-month
73790,Standard,56.37,One year
73791,Standard,68.16,Month-to-month
73792,Standard,64.5,Month-to-month
73793,Basic,40.95,One year
73794,Basic,28.52,One year
73795,Basic,26.84,Month-to-month
73796,Basic,31.34,Two year
73797,Basic,31.65,Two year
73798,Basic,20.69,One year
73799,Basic,29.95,Month-to-month
73800,Premium,129.72,Month-to-month
73801,Premium,105.32,One year
73802,Basic,24.52,Month-to-month
73803,Basic,28.58,Month-to-month
73804,Basic,43.49,One year
73805,Premium,116.37,Month-to-month
73806,Basic,41.69,Month-to-month
73807,Basic,26.35,Month-to-month
73808,Basic,22.11,Month-to-month
73809,Basic,20.39,One year
73810,Standard,62.57,Month-to-month
73811,Basic,32.19,One year
73812,Standard,77.73,Month-to-month
73813,Basic,37.94,Month-to-month
73814,Basic,36.55,One year
73815,Standard,80.36,Month-to-month
73816,Standard,57.46,Month-to-month
73817,Standard,81.12,Month-to-month
73818,Basic,26.81,Month-to-month
73819,Premium,126.89,One year
73820,Standard,77.67,Month-to-month
73821,Premium,105.91,Month-to-month
73822,Basic,35.35,Month-to-month
73823,Standard,79.84,Month-to-month
73824,Standard,63.58,One year
73825,Standard,72.95,Month-to-month
73826,Basic,43.43,One year
73827,Standard,65.54,Month-to-month
73828,Standard,70.52,Month-to-month
73829,Basic,32.25,Two year
73830,Standard,61.11,Month-to-month
73831,Standard,55.77,Month-to-month
73832,Basic,35.2,One year
73833,Standard,66.55,Month-to-month
73834,Basic,20.85,Two year
73835,Basic,24.8,Two year
73836,Standard,74.01,Month-to-month
73837,Basic,34.61,Month-to-month
73838,Premium,106.41,Month-to-month
73839,Standard,67.16,One year
73840,Premium,92.64,Month-to-month
73841,Basic,25.71,One year
73842,Standard,69.39,Two year
73843,Standard,50.06,One year
73844,Premium,112.7,Month-to-month
73845,Standard,78.87,Month-to-month
73846,Basic,41.3,One year
73847,Premium,131.32,One year
73848,Standard,78.89,Month-to-month
73849,Standard,52.18,One year
73850,Premium,127.18,Month-to-month
73851,Basic,31.37,Month-to-month
73852,Standard,56.53,Month-to-month
73853,Basic,36.37,Month-to-month
73854,Standard,58.16,Month-to-month
73855,Basic,29.54,One year
73856,Standard,53.77,One year
73857,Premium,126.55,Month-to-month
73858,Basic,40.72,Two year
73859,Standard,83.66,Two year
73860,Basic,24.11,Month-to-month
73861,Basic,21.47,One year
73862,Basic,33.37,Month-to-month
73863,Premium,100.0,Month-to-month
73864,Basic,38.75,Two year
73865,Basic,21.62,One year
73866,Basic,43.64,Month-to-month
73867,Basic,22.59,Two year
73868,Standard,53.37,Month-to-month
73869,Basic,33.19,Month-to-month
73870,Standard,73.71,Month-to-month
73871,Premium,112.44,Month-to-month
73872,Premium,133.51,One year
73873,Standard,57.93,One year
73874,Basic,42.27,Month-to-month
73875,Standard,50.29,Month-to-month
73876,Standard,52.48,Month-to-month
73877,Premium,107.2,Month-to-month
73878,Basic,40.01,Two year
73879,Standard,66.06,Two year
73880,Basic,24.08,Month-to-month
73881,Premium,133.2,Month-to-month
73882,Basic,23.23,Month-to-month
73883,Standard,71.9,Two year
73884,Basic,40.34,One year
73885,Standard,76.62,Two year
73886,Standard,81.3,Month-to-month
73887,Basic,43.57,Two year
73888,Standard,84.73,Month-to-month
73889,Standard,73.3,One year
73890,Basic,40.76,Month-to-month
73891,Standard,56.38,Month-to-month
73892,Basic,33.1,Month-to-month
73893,Basic,27.47,Month-to-month
73894,Basic,27.92,One year
73895,Basic,38.35,Two year
73896,Standard,52.42,Month-to-month
73897,Standard,73.59,Month-to-month
73898,Premium,138.87,Month-to-month
73899,Standard,59.98,Month-to-month
73900,Standard,55.54,Month-to-month
73901,Premium,124.02,Month-to-month
73902,Basic,42.65,Month-to-month
73903,Standard,66.74,One year
73904,Basic,38.69,Two year
73905,Standard,63.04,Month-to-month
73906,Basic,37.09,Month-to-month
73907,Basic,23.97,One year
73908,Basic,44.54,Month-to-month
73909,Standard,78.35,Month-to-month
73910,Standard,76.61,One year
73911,Basic,26.77,Two year
73912,Basic,39.05,One year
73913,Standard,56.39,One year
73914,Standard,54.3,Month-to-month
73915,Basic,37.31,Month-to-month
73916,Premium,111.23,Month-to-month
73917,Standard,76.47,Month-to-month
73918,Standard,82.99,One year
73919,Basic,20.32,One year
73920,Standard,67.39,Month-to-month
73921,Standard,57.44,Two year
73922,Basic,39.47,One year
73923,Premium,105.89,Month-to-month
73924,Premium,107.38,Month-to-month
73925,Standard,62.42,Two year
73926,Standard,57.86,Month-to-month
73927,Basic,30.23,One year
73928,Standard,66.76,Month-to-month
73929,Premium,116.69,One year
73930,Basic,44.92,One year
73931,Basic,23.22,One year
73932,Basic,25.68,Two year
73933,Basic,33.51,Month-to-month
73934,Basic,28.28,Month-to-month
73935,Basic,30.11,One year
73936,Basic,39.37,Month-to-month
73937,Standard,65.7,Month-to-month
73938,Premium,145.01,Two year
73939,Standard,75.94,Month-to-month
73940,Premium,130.01,Month-to-month
73941,Basic,37.25,One year
73942,Premium,121.38,One year
73943,Basic,36.44,Month-to-month
73944,Standard,58.44,One year
73945,Standard,69.76,One year
73946,Premium,97.97,Month-to-month
73947,Premium,142.25,Month-to-month
73948,Basic,21.03,One year
73949,Basic,26.16,One year
73950,Standard,52.31,Month-to-month
73951,Basic,26.24,Month-to-month
73952,Premium,103.96,One year
73953,Basic,20.25,Month-to-month
73954,Basic,39.95,Month-to-month
73955,Basic,20.76,One year
73956,Premium,102.02,Month-to-month
73957,Basic,39.53,Month-to-month
73958,Premium,144.05,Month-to-month
73959,Basic,20.1,Two year
73960,Standard,70.45,Month-to-month
73961,Premium,146.98,One year
73962,Standard,51.66,Month-to-month
73963,Standard,56.51,Month-to-month
73964,Standard,60.16,Month-to-month
73965,Standard,75.69,Month-to-month
73966,Basic,23.35,Month-to-month
73967,Standard,56.02,Month-to-month
73968,Standard,80.03,Month-to-month
73969,Premium,147.52,Month-to-month
73970,Basic,20.1,Month-to-month
73971,Basic,24.3,Month-to-month
73972,Standard,70.22,One year
73973,Basic,23.07,Two year
73974,Premium,145.63,One year
73975,Basic,29.06,Month-to-month
73976,Standard,57.81,One year
73977,Premium,138.47,Two year
73978,Standard,81.83,Month-to-month
73979,Basic,44.43,Two year
73980,Basic,24.04,Two year
73981,Basic,21.65,Two year
73982,Premium,132.62,Month-to-month
73983,Standard,53.87,Month-to-month
73984,Premium,131.13,Month-to-month
73985,Basic,30.48,Month-to-month
73986,Premium,110.81,Two year
73987,Standard,68.68,Month-to-month
73988,Standard,80.07,Month-to-month
73989,Basic,41.54,One year
73990,Standard,71.74,Month-to-month
73991,Standard,58.29,Month-to-month
73992,Basic,22.35,Two year
73993,Basic,39.35,One year
73994,Basic,21.19,One year
73995,Premium,97.89,Two year
73996,Standard,82.4,Month-to-month
73997,Standard,70.76,One year
73998,Basic,37.14,Two year
73999,Basic,30.43,One year
74000,Basic,24.61,One year
74001,Basic,26.71,Month-to-month
74002,Premium,137.29,Month-to-month
74003,Basic,20.27,Two year
74004,Premium,114.23,Month-to-month
74005,Basic,20.18,Month-to-month
74006,Premium,112.26,One year
74007,Basic,28.78,Month-to-month
74008,Basic,29.97,Month-to-month
74009,Standard,52.14,Month-to-month
74010,Premium,107.16,One year
74011,Basic,36.94,Month-to-month
74012,Basic,40.87,Two year
74013,Standard,51.16,One year
74014,Standard,79.52,One year
74015,Basic,25.9,Month-to-month
74016,Basic,34.48,One year
74017,Standard,67.25,Two year
74018,Premium,102.94,Two year
74019,Basic,39.56,Month-to-month
74020,Basic,21.09,One year
74021,Basic,31.64,Month-to-month
74022,Premium,147.31,Month-to-month
74023,Basic,35.07,One year
74024,Standard,60.72,One year
74025,Premium,122.65,Month-to-month
74026,Premium,112.04,Month-to-month
74027,Basic,42.57,One year
74028,Standard,73.65,Month-to-month
74029,Basic,41.31,Two year
74030,Standard,66.63,Month-to-month
74031,Basic,29.22,Two year
74032,Standard,76.4,Month-to-month
74033,Basic,31.95,Month-to-month
74034,Premium,120.7,Month-to-month
74035,Premium,138.42,Month-to-month
74036,Premium,146.2,Month-to-month
74037,Standard,55.0,Two year
74038,Basic,30.18,Month-to-month
74039,Basic,28.04,One year
74040,Standard,80.65,Month-to-month
74041,Basic,41.95,Two year
74042,Standard,78.38,Month-to-month
74043,Standard,59.81,One year
74044,Standard,59.05,One year
74045,Premium,127.65,One year
74046,Basic,29.59,Two year
74047,Premium,94.74,One year
74048,Standard,81.92,Month-to-month
74049,Standard,55.85,Month-to-month
74050,Standard,72.26,Two year
74051,Basic,28.48,Month-to-month
74052,Standard,74.48,Month-to-month
74053,Basic,22.55,Two year
74054,Basic,28.54,One year
74055,Standard,54.23,Month-to-month
74056,Basic,41.06,Month-to-month
74057,Premium,122.31,Two year
74058,Standard,62.64,One year
74059,Standard,78.97,Two year
74060,Premium,114.75,Two year
74061,Basic,34.03,One year
74062,Premium,104.36,Month-to-month
74063,Standard,78.22,One year
74064,Basic,34.32,Month-to-month
74065,Basic,35.69,Month-to-month
74066,Standard,60.98,Month-to-month
74067,Standard,75.7,Two year
74068,Basic,20.85,Two year
74069,Basic,20.98,Two year
74070,Basic,32.55,One year
74071,Basic,38.66,Two year
74072,Basic,36.91,One year
74073,Basic,22.7,Month-to-month
74074,Basic,20.17,Month-to-month
74075,Premium,99.47,Month-to-month
74076,Premium,128.22,Two year
74077,Basic,22.94,Month-to-month
74078,Basic,39.05,Month-to-month
74079,Standard,62.8,One year
74080,Basic,20.5,Two year
74081,Basic,21.59,One year
74082,Basic,29.2,Two year
74083,Standard,84.91,One year
74084,Standard,60.0,Two year
74085,Standard,61.5,Month-to-month
74086,Standard,67.63,Month-to-month
74087,Standard,64.9,Two year
74088,Standard,69.22,Month-to-month
74089,Basic,23.7,One year
74090,Premium,98.36,One year
74091,Standard,69.92,One year
74092,Standard,51.91,One year
74093,Premium,117.13,Month-to-month
74094,Premium,129.81,One year
74095,Standard,55.03,Month-to-month
74096,Premium,128.84,Two year
74097,Basic,22.81,Two year
74098,Standard,73.6,One year
74099,Basic,23.54,Month-to-month
74100,Premium,107.35,Month-to-month
74101,Premium,105.19,Month-to-month
74102,Standard,82.68,Month-to-month
74103,Standard,74.2,Month-to-month
74104,Standard,62.63,One year
74105,Basic,40.45,Month-to-month
74106,Basic,23.4,Month-to-month
74107,Basic,28.5,Two year
74108,Basic,20.12,Month-to-month
74109,Basic,23.73,One year
74110,Standard,58.11,Two year
74111,Basic,24.82,Month-to-month
74112,Basic,33.93,Two year
74113,Premium,122.87,Month-to-month
74114,Standard,59.79,Two year
74115,Basic,33.79,Month-to-month
74116,Standard,84.67,Month-to-month
74117,Standard,57.45,One year
74118,Standard,50.69,Month-to-month
74119,Basic,41.97,Two year
74120,Basic,39.11,Two year
74121,Premium,100.6,Month-to-month
74122,Standard,65.59,Month-to-month
74123,Basic,36.08,Month-to-month
74124,Basic,26.02,Month-to-month
74125,Basic,34.15,Month-to-month
74126,Standard,65.09,Month-to-month
74127,Standard,80.71,Month-to-month
74128,Basic,22.25,Month-to-month
74129,Basic,28.23,Two year
74130,Standard,72.58,One year
74131,Standard,71.51,Month-to-month
74132,Standard,72.02,Month-to-month
74133,Basic,39.6,Two year
74134,Basic,21.03,Two year
74135,Standard,71.96,Month-to-month
74136,Basic,38.62,Month-to-month
74137,Basic,40.18,One year
74138,Basic,35.5,Two year
74139,Premium,100.62,Month-to-month
74140,Basic,42.05,Two year
74141,Basic,24.58,Two year
74142,Basic,40.78,Two year
74143,Standard,55.75,Two year
74144,Standard,55.3,Month-to-month
74145,Basic,38.92,Month-to-month
74146,Premium,93.19,Two year
74147,Basic,26.33,One year
74148,Basic,34.13,One year
74149,Basic,41.08,One year
74150,Basic,35.85,Month-to-month
74151,Standard,59.4,One year
74152,Standard,76.94,Month-to-month
74153,Basic,33.9,One year
74154,Basic,43.96,One year
74155,Basic,42.01,One year
74156,Standard,83.02,Month-to-month
74157,Basic,36.24,Month-to-month
74158,Basic,33.93,Month-to-month
74159,Standard,83.37,Month-to-month
74160,Standard,53.48,One year
74161,Basic,25.42,Two year
74162,Standard,57.95,One year
74163,Standard,55.6,Two year
74164,Basic,33.05,Two year
74165,Standard,56.29,One year
74166,Premium,105.96,Month-to-month
74167,Standard,70.98,Month-to-month
74168,Basic,26.89,One year
74169,Premium,116.14,Month-to-month
74170,Premium,105.24,Month-to-month
74171,Basic,26.54,Month-to-month
74172,Basic,23.78,Month-to-month
74173,Basic,27.81,Month-to-month
74174,Basic,40.69,One year
74175,Basic,32.94,Two year
74176,Basic,26.53,One year
74177,Basic,36.57,Two year
74178,Premium,148.39,One year
74179,Standard,65.8,One year
74180,Standard,73.03,One year
74181,Standard,79.6,Month-to-month
74182,Standard,84.81,Two year
74183,Basic,20.31,One year
74184,Premium,106.01,One year
74185,Standard,77.99,One year
74186,Premium,142.82,Month-to-month
74187,Premium,97.32,One year
74188,Basic,28.98,Month-to-month
74189,Basic,37.8,One year
74190,Standard,81.39,Two year
74191,Basic,22.21,Month-to-month
74192,Standard,65.73,Month-to-month
74193,Basic,21.31,Month-to-month
74194,Standard,52.88,One year
74195,Basic,41.53,Month-to-month
74196,Standard,67.13,Two year
74197,Basic,25.17,Month-to-month
74198,Basic,25.98,One year
74199,Standard,50.24,Month-to-month
74200,Basic,30.0,Two year
74201,Basic,43.86,One year
74202,Basic,32.28,Month-to-month
74203,Basic,20.38,Month-to-month
74204,Basic,39.37,Month-to-month
74205,Standard,75.09,One year
74206,Premium,112.5,Month-to-month
74207,Standard,61.21,Two year
74208,Standard,50.14,Month-to-month
74209,Standard,63.08,One year
74210,Basic,43.5,One year
74211,Basic,42.41,Month-to-month
74212,Standard,75.32,One year
74213,Basic,34.12,Month-to-month
74214,Basic,40.32,Month-to-month
74215,Premium,104.51,Month-to-month
74216,Basic,22.62,Month-to-month
74217,Basic,29.73,Two year
74218,Basic,44.91,One year
74219,Standard,67.87,One year
74220,Basic,33.38,Month-to-month
74221,Premium,149.14,One year
74222,Basic,27.29,One year
74223,Standard,57.75,Month-to-month
74224,Standard,67.41,Month-to-month
74225,Premium,138.99,One year
74226,Basic,28.45,Month-to-month
74227,Standard,58.3,One year
74228,Premium,131.02,One year
74229,Standard,66.21,One year
74230,Premium,147.55,Month-to-month
74231,Basic,24.1,One year
74232,Standard,64.28,One year
74233,Basic,31.88,Two year
74234,Standard,54.42,Month-to-month
74235,Basic,34.77,Month-to-month
74236,Basic,36.6,Month-to-month
74237,Premium,138.83,Month-to-month
74238,Standard,84.56,Two year
74239,Premium,110.76,One year
74240,Basic,42.63,Two year
74241,Standard,82.56,Month-to-month
74242,Premium,123.07,Month-to-month
74243,Premium,133.36,Month-to-month
74244,Basic,20.67,Month-to-month
74245,Basic,33.16,One year
74246,Basic,36.27,Month-to-month
74247,Standard,83.31,One year
74248,Standard,61.42,One year
74249,Basic,30.51,One year
74250,Basic,20.51,One year
74251,Standard,80.41,Month-to-month
74252,Basic,27.98,One year
74253,Premium,104.32,One year
74254,Premium,94.58,Two year
74255,Basic,41.4,Month-to-month
74256,Premium,124.46,Month-to-month
74257,Basic,32.23,Month-to-month
74258,Premium,96.44,One year
74259,Basic,40.95,One year
74260,Basic,43.67,Month-to-month
74261,Basic,25.61,One year
74262,Premium,135.72,Month-to-month
74263,Premium,141.13,One year
74264,Basic,27.21,Month-to-month
74265,Basic,39.78,One year
74266,Premium,93.99,One year
74267,Basic,36.47,One year
74268,Standard,58.94,Month-to-month
74269,Premium,141.95,Month-to-month
74270,Premium,144.4,Month-to-month
74271,Basic,33.62,Month-to-month
74272,Basic,24.71,Month-to-month
74273,Basic,30.05,Two year
74274,Basic,34.68,Month-to-month
74275,Basic,25.5,Month-to-month
74276,Basic,39.46,One year
74277,Standard,77.31,One year
74278,Premium,110.1,Two year
74279,Premium,128.06,Month-to-month
74280,Standard,64.58,Two year
74281,Basic,23.07,Month-to-month
74282,Premium,129.99,Month-to-month
74283,Premium,128.48,One year
74284,Basic,31.83,Month-to-month
74285,Premium,140.46,One year
74286,Premium,102.45,Two year
74287,Standard,84.5,Two year
74288,Standard,77.38,Month-to-month
74289,Standard,70.13,Two year
74290,Standard,76.16,One year
74291,Basic,21.06,Month-to-month
74292,Basic,34.42,One year
74293,Premium,132.02,Month-to-month
74294,Basic,23.81,Month-to-month
74295,Standard,62.98,Month-to-month
74296,Basic,24.92,One year
74297,Premium,138.5,Month-to-month
74298,Standard,56.89,One year
74299,Standard,67.6,One year
74300,Standard,73.63,Two year
74301,Standard,50.27,Two year
74302,Standard,59.94,Month-to-month
74303,Premium,129.89,One year
74304,Basic,41.52,One year
74305,Basic,29.26,Month-to-month
74306,Basic,38.26,Month-to-month
74307,Standard,63.2,Month-to-month
74308,Basic,30.66,Two year
74309,Basic,28.41,Two year
74310,Basic,44.83,Month-to-month
74311,Premium,142.65,Month-to-month
74312,Premium,115.51,One year
74313,Basic,33.37,Month-to-month
74314,Basic,38.96,Month-to-month
74315,Basic,44.87,Month-to-month
74316,Standard,77.05,Month-to-month
74317,Premium,130.53,One year
74318,Standard,59.21,One year
74319,Basic,33.13,One year
74320,Basic,35.4,Two year
74321,Basic,44.0,One year
74322,Standard,67.13,Two year
74323,Standard,55.21,Month-to-month
74324,Standard,68.46,Two year
74325,Standard,76.29,Month-to-month
74326,Basic,32.82,Two year
74327,Premium,112.81,One year
74328,Basic,38.26,One year
74329,Standard,55.63,Two year
74330,Basic,25.82,Month-to-month
74331,Standard,66.08,Two year
74332,Basic,30.2,Two year
74333,Basic,30.38,Two year
74334,Standard,56.98,Month-to-month
74335,Basic,20.65,One year
74336,Basic,29.0,Month-to-month
74337,Standard,67.11,One year
74338,Basic,23.88,Two year
74339,Basic,24.95,Month-to-month
74340,Premium,122.8,Month-to-month
74341,Standard,78.3,Two year
74342,Standard,54.74,Month-to-month
74343,Basic,20.76,Month-to-month
74344,Premium,121.53,Month-to-month
74345,Standard,61.5,One year
74346,Basic,27.18,Two year
74347,Standard,82.1,Two year
74348,Premium,121.61,One year
74349,Basic,33.85,One year
74350,Basic,28.5,One year
74351,Premium,119.57,One year
74352,Standard,77.22,One year
74353,Premium,128.25,Month-to-month
74354,Basic,24.64,Two year
74355,Basic,23.49,One year
74356,Standard,69.43,Month-to-month
74357,Standard,61.14,One year
74358,Basic,22.59,Two year
74359,Basic,25.33,Month-to-month
74360,Premium,109.5,One year
74361,Basic,24.64,One year
74362,Standard,79.37,Month-to-month
74363,Basic,32.77,Month-to-month
74364,Basic,31.11,Two year
74365,Basic,34.93,One year
74366,Basic,34.57,Month-to-month
74367,Basic,39.37,Two year
74368,Basic,40.74,Month-to-month
74369,Premium,142.46,One year
74370,Standard,61.6,Month-to-month
74371,Standard,60.78,Month-to-month
74372,Standard,60.61,Two year
74373,Standard,84.37,Month-to-month
74374,Basic,36.27,Two year
74375,Standard,54.16,Month-to-month
74376,Premium,107.02,Two year
74377,Basic,42.76,Month-to-month
74378,Premium,97.22,One year
74379,Standard,79.13,Month-to-month
74380,Basic,26.25,Month-to-month
74381,Standard,57.15,One year
74382,Basic,25.81,Month-to-month
74383,Basic,36.44,Month-to-month
74384,Standard,76.72,Two year
74385,Standard,73.75,Month-to-month
74386,Basic,34.86,Month-to-month
74387,Basic,23.68,Month-to-month
74388,Basic,44.67,Month-to-month
74389,Premium,111.95,One year
74390,Standard,57.44,One year
74391,Basic,44.26,Month-to-month
74392,Premium,101.21,One year
74393,Standard,72.49,Month-to-month
74394,Basic,38.85,One year
74395,Basic,25.24,Two year
74396,Basic,43.39,Month-to-month
74397,Basic,37.36,One year
74398,Premium,131.79,Two year
74399,Standard,52.87,Two year
74400,Standard,60.88,Month-to-month
74401,Standard,72.51,Month-to-month
74402,Premium,126.41,Two year
74403,Standard,50.4,One year
74404,Standard,52.39,Month-to-month
74405,Standard,71.94,One year
74406,Basic,27.73,Month-to-month
74407,Standard,53.34,Month-to-month
74408,Basic,24.06,Month-to-month
74409,Standard,66.24,One year
74410,Standard,60.08,Month-to-month
74411,Standard,83.04,Month-to-month
74412,Premium,119.98,Month-to-month
74413,Basic,26.74,Month-to-month
74414,Premium,140.16,Two year
74415,Basic,31.58,Month-to-month
74416,Basic,36.22,Two year
74417,Standard,80.22,One year
74418,Basic,41.9,Month-to-month
74419,Standard,53.62,One year
74420,Basic,30.58,Month-to-month
74421,Premium,146.37,Month-to-month
74422,Premium,98.91,Two year
74423,Standard,67.13,One year
74424,Basic,21.26,One year
74425,Basic,24.38,Month-to-month
74426,Standard,64.24,One year
74427,Premium,107.66,Month-to-month
74428,Premium,103.96,One year
74429,Standard,57.67,Month-to-month
74430,Standard,55.68,Two year
74431,Standard,68.28,Month-to-month
74432,Standard,75.25,One year
74433,Standard,83.18,Month-to-month
74434,Standard,52.17,Month-to-month
74435,Basic,34.46,One year
74436,Standard,64.68,Two year
74437,Basic,42.57,Two year
74438,Premium,139.58,Month-to-month
74439,Premium,118.98,One year
74440,Standard,82.09,One year
74441,Standard,61.86,Month-to-month
74442,Basic,24.75,One year
74443,Premium,112.62,One year
74444,Basic,23.85,Two year
74445,Standard,77.04,Month-to-month
74446,Basic,28.92,One year
74447,Basic,43.94,Month-to-month
74448,Premium,148.92,Month-to-month
74449,Standard,60.8,Month-to-month
74450,Standard,73.23,Month-to-month
74451,Basic,39.37,Two year
74452,Standard,67.79,Month-to-month
74453,Standard,51.76,Two year
74454,Premium,104.37,Month-to-month
74455,Basic,40.31,Two year
74456,Basic,41.37,One year
74457,Basic,34.15,Two year
74458,Basic,34.47,Month-to-month
74459,Premium,129.68,Month-to-month
74460,Basic,26.98,One year
74461,Premium,96.58,Month-to-month
74462,Basic,29.95,Month-to-month
74463,Premium,130.51,Month-to-month
74464,Basic,37.95,Month-to-month
74465,Standard,80.98,Month-to-month
74466,Premium,134.33,One year
74467,Basic,20.1,Two year
74468,Standard,68.94,One year
74469,Standard,80.97,One year
74470,Standard,59.53,Two year
74471,Premium,114.3,One year
74472,Basic,22.5,Month-to-month
74473,Basic,31.58,Two year
74474,Standard,75.02,Month-to-month
74475,Basic,30.62,One year
74476,Premium,98.61,Month-to-month
74477,Premium,98.09,Two year
74478,Basic,43.13,Month-to-month
74479,Premium,148.98,Month-to-month
