customerid,billmonth,month,monthlycharge,totalamount,payment,paymentdate
19518,2026-07-01,7,23.59,25.24,25.24,2026-07-07
19519,2026-07-01,7,25.23,27.0,27.0,2026-07-11
19520,2026-07-01,7,67.31,72.02,72.02,2026-07-05
19521,2026-07-01,7,57.85,61.9,61.9,2026-07-05
19522,2026-07-01,7,126.25,135.09,135.09,2026-07-08
19523,2026-07-01,7,34.78,37.21,37.21,2026-08-01
19524,2026-07-01,7,77.15,82.55,82.55,2026-07-06
19525,2026-07-01,7,83.43,89.27,89.27,2026-07-05
19526,2026-07-01,7,34.65,37.08,37.08,2026-07-10
19527,2026-07-01,7,52.04,55.68,55.68,2026-07-05
19528,2026-07-01,7,111.42,119.22,119.22,2026-07-05
19529,2026-07-01,7,50.71,54.26,54.26,2026-07-07
19530,2026-07-01,7,74.63,79.85,79.85,2026-07-08
19531,2026-07-01,7,78.49,83.98,83.98,2026-07-08
19532,2026-07-01,7,67.53,72.26,72.26,2026-07-07
19533,2026-07-01,7,29.73,31.81,31.81,2026-07-05
19534,2026-07-01,7,31.76,33.98,33.98,2026-07-07
19535,2026-07-01,7,109.43,117.09,117.09,2026-07-08
19536,2026-07-01,7,31.0,33.17,33.17,2026-07-06
19537,2026-07-01,7,29.6,31.67,31.67,2026-07-05
19538,2026-07-01,7,82.82,88.62,88.62,2026-07-05
19539,2026-07-01,7,32.32,34.58,34.58,2026-07-07
19540,2026-07-01,7,71.82,76.85,76.85,2026-07-05
19541,2026-07-01,7,119.97,128.37,128.37,2026-07-05
19542,2026-07-01,7,29.7,31.78,31.78,2026-07-05
19543,2026-07-01,7,94.94,101.59,101.59,2026-07-10
19544,2026-07-01,7,38.49,41.18,41.18,2026-07-05
19545,2026-07-01,7,20.91,22.37,22.37,2026-07-05
19546,2026-07-01,7,22.15,23.7,23.7,2026-07-05
19547,2026-07-01,7,27.01,28.9,28.9,2026-07-05
19548,2026-07-01,7,39.0,41.73,41.73,2026-07-05
19549,2026-07-01,7,29.03,31.06,31.06,2026-07-05
19550,2026-07-01,7,60.66,64.91,64.91,2026-07-18
19551,2026-07-01,7,124.61,133.33,133.33,2026-07-07
19552,2026-07-01,7,41.42,44.32,44.32,2026-07-07
19553,2026-07-01,7,38.2,40.87,40.87,2026-07-05
19554,2026-07-01,7,108.32,115.9,115.9,2026-07-05
19555,2026-07-01,7,34.16,36.55,36.55,2026-07-05
19556,2026-07-01,7,80.41,86.04,86.04,2026-07-05
19557,2026-07-01,7,57.45,61.47,61.47,2026-07-06
19558,2026-07-01,7,39.3,42.05,42.05,2026-07-05
19559,2026-07-01,7,92.45,98.92,98.92,2026-07-07
19560,2026-07-01,7,97.99,104.85,104.85,2026-07-05
19561,2026-07-01,7,41.36,44.26,44.26,2026-07-13
19562,2026-07-01,7,36.78,39.35,39.35,2026-07-08
19563,2026-07-01,7,22.52,24.1,24.1,2026-07-06
19564,2026-07-01,7,115.81,123.92,123.92,2026-07-06
19565,2026-07-01,7,79.11,84.65,84.65,2026-07-06
19566,2026-07-01,7,102.4,109.57,109.57,2026-07-05
19567,2026-07-01,7,58.87,62.99,62.99,2026-07-05
19568,2026-07-01,7,30.96,33.13,33.13,2026-07-05
19569,2026-07-01,7,38.21,40.88,40.88,2026-07-05
19570,2026-07-01,7,23.8,25.47,25.47,2026-07-07
19571,2026-07-01,7,131.22,140.41,140.41,2026-07-17
19572,2026-07-01,7,63.45,67.89,67.89,2026-07-08
19573,2026-07-01,7,29.96,32.06,32.06,2026-07-05
19574,2026-07-01,7,55.69,59.59,59.59,2026-07-05
19575,2026-07-01,7,25.94,27.76,27.76,2026-07-05
19576,2026-07-01,7,56.14,60.07,60.07,2026-07-06
19577,2026-07-01,7,24.02,25.7,25.7,2026-07-05
19578,2026-07-01,7,33.85,36.22,36.22,2026-07-07
19579,2026-07-01,7,38.59,41.29,41.29,2026-07-06
19580,2026-07-01,7,129.43,138.49,138.49,2026-07-05
19581,2026-07-01,7,34.41,36.82,36.82,2026-07-06
19582,2026-07-01,7,38.64,41.34,41.34,2026-07-05
19583,2026-07-01,7,50.43,53.96,53.96,2026-07-06
19584,2026-07-01,7,63.11,67.53,67.53,2026-07-07
19585,2026-07-01,7,55.4,59.28,59.28,2026-07-05
19586,2026-07-01,7,68.61,73.41,73.41,2026-07-06
19587,2026-07-01,7,29.43,31.49,31.49,2026-07-09
19588,2026-07-01,7,98.11,104.98,104.98,2026-07-15
19589,2026-07-01,7,38.42,41.11,41.11,2026-07-06
19590,2026-07-01,7,34.57,36.99,36.99,2026-07-05
19591,2026-07-01,7,34.31,36.71,36.71,2026-07-07
19592,2026-07-01,7,34.48,36.89,36.89,2026-07-24
19593,2026-07-01,7,23.46,25.1,25.1,2026-07-08
19594,2026-07-01,7,21.89,23.42,23.42,2026-07-05
19595,2026-07-01,7,31.2,33.38,33.38,2026-07-06
19596,2026-07-01,7,34.75,37.18,37.18,2026-07-05
19597,2026-07-01,7,25.37,27.15,27.15,2026-07-06
19598,2026-07-01,7,50.96,54.53,54.53,2026-07-07
19599,2026-07-01,7,72.25,77.31,77.31,2026-07-05
19600,2026-07-01,7,24.19,25.88,25.88,2026-07-07
19601,2026-07-01,7,21.2,22.68,22.68,2026-07-07
19602,2026-07-01,7,20.94,22.41,22.41,2026-07-06
19603,2026-07-01,7,21.66,23.18,23.18,2026-07-05
19604,2026-07-01,7,67.37,72.09,72.09,2026-08-04
19605,2026-07-01,7,34.29,36.69,36.69,2026-07-07
19606,2026-07-01,7,105.88,113.29,113.29,2026-08-02
19607,2026-07-01,7,33.7,36.06,36.06,2026-07-07
19608,2026-07-01,7,104.75,112.08,112.08,2026-07-09
19609,2026-07-01,7,80.12,85.73,85.73,2026-07-05
19610,2026-07-01,7,63.73,68.19,68.19,2026-07-05
19611,2026-07-01,7,80.9,86.56,86.56,2026-07-06
19612,2026-07-01,7,115.59,123.68,123.68,2026-07-07
19613,2026-07-01,7,34.6,37.02,37.02,2026-07-05
19614,2026-07-01,7,104.05,111.33,111.33,2026-07-05
19615,2026-07-01,7,41.71,44.63,44.63,2026-07-05
19616,2026-07-01,7,20.99,22.46,22.46,2026-07-21
19617,2026-07-01,7,36.32,38.86,38.86,2026-07-18
19618,2026-07-01,7,70.32,75.24,75.24,2026-07-05
19619,2026-07-01,7,21.13,22.61,22.61,2026-07-06
19620,2026-07-01,7,128.03,136.99,136.99,2026-07-05
19621,2026-07-01,7,56.03,59.95,59.95,2026-07-07
19622,2026-07-01,7,27.39,29.31,29.31,2026-07-06
19623,2026-07-01,7,96.53,103.29,103.29,2026-07-05
19624,2026-07-01,7,38.45,41.14,41.14,2026-07-05
19625,2026-07-01,7,137.87,147.52,147.52,2026-07-06
19626,2026-07-01,7,54.69,58.52,58.52,2026-07-05
19627,2026-07-01,7,50.49,54.02,54.02,2026-07-05
19628,2026-07-01,7,25.57,27.36,27.36,2026-07-09
19629,2026-07-01,7,67.63,72.36,72.36,2026-07-05
19630,2026-07-01,7,34.33,36.73,36.73,2026-07-05
19631,2026-07-01,7,121.18,129.66,129.66,2026-07-05
19632,2026-07-01,7,63.76,68.22,68.22,2026-07-08
19633,2026-07-01,7,54.5,58.32,58.32,2026-07-05
19634,2026-07-01,7,62.98,67.39,67.39,2026-07-06
19635,2026-07-01,7,38.61,41.31,41.31,2026-07-05
19636,2026-07-01,7,42.38,45.35,45.35,2026-07-08
19637,2026-07-01,7,30.35,32.47,32.47,2026-07-05
19638,2026-07-01,7,41.38,44.28,44.28,2026-07-08
19639,2026-07-01,7,42.91,45.91,45.91,2026-07-05
19640,2026-07-01,7,29.53,31.6,31.6,2026-07-06
19641,2026-07-01,7,121.96,130.5,130.5,2026-07-07
19642,2026-07-01,7,22.6,24.18,24.18,2026-07-05
19643,2026-07-01,7,59.04,63.17,63.17,2026-07-07
19644,2026-07-01,7,30.94,33.11,33.11,2026-07-05
19645,2026-07-01,7,54.51,58.33,58.33,2026-07-07
19646,2026-07-01,7,38.34,41.02,41.02,2026-07-05
19647,2026-07-01,7,80.64,86.28,86.28,2026-07-14
19648,2026-07-01,7,41.39,44.29,44.29,2026-07-08
19649,2026-07-01,7,77.49,82.91,82.91,2026-07-05
19650,2026-07-01,7,136.12,145.65,145.65,2026-07-05
19651,2026-07-01,7,132.91,142.21,142.21,2026-07-09
19652,2026-07-01,7,41.75,44.67,44.67,2026-07-05
19653,2026-07-01,7,148.57,158.97,158.97,2026-07-05
19654,2026-07-01,7,108.25,115.83,115.83,2026-07-05
19655,2026-07-01,7,104.88,112.22,112.22,2026-07-05
19656,2026-07-01,7,73.91,79.08,79.08,2026-07-08
19657,2026-07-01,7,73.54,78.69,78.69,2026-07-07
19658,2026-07-01,7,65.16,69.72,69.72,2026-08-05
19659,2026-07-01,7,20.46,21.89,21.89,2026-07-05
19660,2026-07-01,7,21.87,23.4,23.4,2026-07-05
19661,2026-07-01,7,68.15,72.92,72.92,2026-07-05
19662,2026-07-01,7,80.97,86.64,86.64,2026-07-05
19663,2026-07-01,7,127.94,136.9,136.9,2026-07-05
19664,2026-07-01,7,39.46,42.22,42.22,2026-07-05
19665,2026-07-01,7,78.67,84.18,84.18,2026-07-05
19666,2026-07-01,7,60.72,64.97,64.97,2026-07-05
19667,2026-07-01,7,74.84,80.08,80.08,2026-07-05
19668,2026-07-01,7,112.43,120.3,120.3,2026-07-27
19669,2026-07-01,7,75.52,80.81,80.81,2026-07-05
19670,2026-07-01,7,93.86,100.43,100.43,2026-07-05
19671,2026-07-01,7,43.44,46.48,46.48,2026-07-08
19672,2026-07-01,7,59.21,63.35,63.35,2026-07-17
19673,2026-07-01,7,118.69,127.0,127.0,2026-07-07
19674,2026-07-01,7,77.67,83.11,83.11,2026-07-05
19675,2026-07-01,7,50.41,53.94,53.94,2026-07-07
19676,2026-07-01,7,50.5,54.04,54.04,2026-07-05
19677,2026-07-01,7,80.93,86.6,86.6,2026-07-07
19678,2026-07-01,7,81.61,87.32,87.32,2026-07-05
19679,2026-07-01,7,20.52,21.96,21.96,2026-07-05
19680,2026-07-01,7,31.15,33.33,33.33,2026-07-11
19681,2026-07-01,7,56.39,60.34,60.34,2026-07-07
19682,2026-07-01,7,81.48,87.18,87.18,2026-07-07
19683,2026-07-01,7,72.19,77.24,77.24,2026-07-07
19684,2026-07-01,7,22.33,23.89,23.89,2026-07-05
19685,2026-07-01,7,30.98,33.15,33.15,2026-07-06
19686,2026-07-01,7,78.67,84.18,84.18,2026-07-19
19687,2026-07-01,7,77.72,83.16,83.16,2026-07-07
19688,2026-07-01,7,27.74,29.68,29.68,2026-07-05
19689,2026-07-01,7,30.78,32.93,32.93,2026-07-07
19690,2026-07-01,7,26.24,28.08,28.08,2026-07-07
19691,2026-07-01,7,83.79,89.66,89.66,2026-07-05
19692,2026-07-01,7,110.96,118.73,118.73,2026-07-05
19693,2026-07-01,7,20.4,21.83,21.83,2026-07-05
19694,2026-07-01,7,31.98,34.22,34.22,2026-07-07
19695,2026-07-01,7,34.51,36.93,36.93,2026-07-06
19696,2026-07-01,7,96.55,103.31,103.31,2026-07-07
19697,2026-07-01,7,63.31,67.74,67.74,2026-07-07
19698,2026-07-01,7,20.39,21.82,21.82,2026-07-05
19699,2026-07-01,7,21.21,22.69,22.69,2026-07-05
19700,2026-07-01,7,38.69,41.4,41.4,2026-07-05
19701,2026-07-01,7,69.94,74.84,74.84,2026-07-05
19702,2026-07-01,7,122.65,131.24,131.24,2026-07-26
19703,2026-07-01,7,24.28,25.98,25.98,2026-07-06
19704,2026-07-01,7,41.79,44.72,44.72,2026-07-05
19705,2026-07-01,7,51.66,55.28,55.28,2026-07-11
19706,2026-07-01,7,36.37,38.92,38.92,2026-07-05
19707,2026-07-01,7,59.26,63.41,63.41,2026-07-05
19708,2026-07-01,7,82.12,87.87,87.87,2026-07-07
19709,2026-07-01,7,42.73,45.72,45.72,2026-07-05
19710,2026-07-01,7,133.88,143.25,143.25,2026-07-20
19711,2026-07-01,7,23.42,25.06,25.06,2026-07-05
19712,2026-07-01,7,75.88,81.19,81.19,2026-07-08
19713,2026-07-01,7,103.24,110.47,110.47,2026-07-05
19714,2026-07-01,7,68.95,73.78,73.78,2026-07-05
19715,2026-07-01,7,30.61,32.75,32.75,2026-07-19
19716,2026-07-01,7,44.28,47.38,47.38,2026-07-06
19717,2026-07-01,7,73.85,79.02,79.02,2026-07-07
19718,2026-07-01,7,34.38,36.79,36.79,2026-07-05
19719,2026-07-01,7,33.1,35.42,35.42,2026-07-25
19720,2026-07-01,7,31.36,33.56,33.56,2026-07-05
19721,2026-07-01,7,64.15,68.64,68.64,2026-07-05
19722,2026-07-01,7,20.99,22.46,22.46,2026-07-07
19723,2026-07-01,7,43.27,46.3,46.3,2026-07-06
19724,2026-07-01,7,58.9,63.02,63.02,2026-07-06
19725,2026-07-01,7,99.12,106.06,106.06,2026-07-07
19726,2026-07-01,7,94.1,100.69,100.69,2026-07-06
19727,2026-07-01,7,23.66,25.32,25.32,2026-07-06
19728,2026-07-01,7,44.98,48.13,48.13,2026-07-15
19729,2026-07-01,7,58.11,62.18,62.18,2026-07-05
19730,2026-07-01,7,76.54,81.9,81.9,2026-07-05
19731,2026-07-01,7,29.09,31.13,31.13,2026-07-13
19732,2026-07-01,7,70.17,75.08,75.08,2026-07-05
19733,2026-07-01,7,59.02,63.15,63.15,2026-07-05
19734,2026-07-01,7,74.02,79.2,79.2,2026-07-07
19735,2026-07-01,7,36.04,38.56,38.56,2026-07-11
19736,2026-07-01,7,39.56,42.33,42.33,2026-07-05
19737,2026-07-01,7,70.27,75.19,75.19,2026-07-07
19738,2026-07-01,7,70.83,75.79,75.79,2026-07-09
19739,2026-07-01,7,51.69,55.31,55.31,2026-07-05
19740,2026-07-01,7,126.91,135.79,135.79,2026-07-11
19741,2026-07-01,7,28.33,30.31,30.31,2026-07-07
19742,2026-07-01,7,66.15,70.78,70.78,2026-07-05
19743,2026-07-01,7,142.3,152.26,152.26,2026-07-09
19744,2026-07-01,7,58.17,62.24,62.24,2026-07-07
19745,2026-07-01,7,78.16,83.63,83.63,2026-07-06
19746,2026-07-01,7,22.74,24.33,24.33,2026-07-05
19747,2026-07-01,7,78.08,83.55,83.55,2026-07-05
19748,2026-07-01,7,81.98,87.72,87.72,2026-07-08
19749,2026-07-01,7,44.8,47.94,47.94,2026-07-17
19750,2026-07-01,7,27.31,29.22,29.22,2026-07-07
19751,2026-07-01,7,66.06,70.68,70.68,2026-07-06
19752,2026-07-01,7,41.84,44.77,44.77,2026-07-06
19753,2026-07-01,7,146.04,156.26,156.26,2026-07-05
19754,2026-07-01,7,24.55,26.27,26.27,2026-07-07
19755,2026-07-01,7,138.34,148.02,148.02,2026-07-07
19756,2026-07-01,7,54.4,58.21,58.21,2026-07-07
19757,2026-07-01,7,41.26,44.15,44.15,2026-07-05
19758,2026-07-01,7,69.59,74.46,74.46,2026-07-05
19759,2026-07-01,7,93.94,100.52,100.52,2026-08-03
19760,2026-07-01,7,43.28,46.31,46.31,2026-07-06
19761,2026-07-01,7,97.35,104.16,104.16,2026-07-07
19762,2026-07-01,7,136.32,145.86,145.86,2026-07-05
19763,2026-07-01,7,35.07,37.52,37.52,2026-07-05
19764,2026-07-01,7,137.31,146.92,146.92,2026-07-05
19765,2026-07-01,7,134.81,144.25,144.25,2026-07-05
19766,2026-07-01,7,22.45,24.02,24.02,2026-08-02
19767,2026-07-01,7,121.26,129.75,129.75,2026-07-07
19768,2026-07-01,7,141.1,150.98,150.98,2026-07-05
19769,2026-07-01,7,35.54,38.03,38.03,2026-07-05
19770,2026-07-01,7,60.65,64.9,64.9,2026-07-20
19771,2026-07-01,7,143.87,153.94,153.94,2026-07-17
19772,2026-07-01,7,77.32,82.73,82.73,2026-07-08
19773,2026-07-01,7,44.33,47.43,47.43,2026-07-09
19774,2026-07-01,7,43.3,46.33,46.33,2026-07-05
19775,2026-07-01,7,83.81,89.68,89.68,2026-07-05
19776,2026-07-01,7,20.21,21.62,21.62,2026-07-09
19777,2026-07-01,7,145.3,155.47,155.47,2026-07-06
19778,2026-07-01,7,108.44,116.03,116.03,2026-07-05
19779,2026-07-01,7,140.99,150.86,150.86,2026-07-05
19780,2026-07-01,7,50.58,54.12,54.12,2026-07-06
19781,2026-07-01,7,132.88,142.18,142.18,2026-07-06
19782,2026-07-01,7,30.96,33.13,33.13,2026-07-05
19783,2026-07-01,7,44.8,47.94,47.94,2026-07-06
19784,2026-07-01,7,44.76,47.89,47.89,2026-07-07
19785,2026-07-01,7,121.29,129.78,129.78,2026-07-07
19786,2026-07-01,7,69.79,74.68,74.68,2026-07-06
19787,2026-07-01,7,31.75,33.97,33.97,2026-07-06
19788,2026-07-01,7,31.55,33.76,33.76,2026-07-06
19789,2026-07-01,7,64.86,69.4,69.4,2026-07-05
19790,2026-07-01,7,79.69,85.27,85.27,2026-07-23
19791,2026-07-01,7,79.26,84.81,84.81,2026-07-05
19792,2026-07-01,7,27.46,29.38,29.38,2026-07-16
19793,2026-07-01,7,22.83,24.43,24.43,2026-07-06
19794,2026-07-01,7,30.81,32.97,32.97,2026-07-07
19795,2026-07-01,7,23.81,25.48,25.48,2026-07-05
19796,2026-07-01,7,28.72,30.73,30.73,2026-07-05
19797,2026-07-01,7,40.32,43.14,43.14,2026-07-07
19798,2026-07-01,7,60.46,64.69,64.69,2026-08-05
19799,2026-07-01,7,70.4,75.33,75.33,2026-07-07
19800,2026-07-01,7,135.31,144.78,144.78,2026-07-05
19801,2026-07-01,7,38.95,41.68,41.68,2026-07-05
19802,2026-07-01,7,43.88,46.95,46.95,2026-07-05
19803,2026-07-01,7,111.92,119.75,119.75,2026-07-06
19804,2026-07-01,7,63.45,67.89,67.89,2026-07-07
19805,2026-07-01,7,38.28,40.96,40.96,2026-07-06
19806,2026-07-01,7,57.07,61.06,61.06,2026-07-07
19807,2026-07-01,7,30.61,32.75,32.75,2026-07-05
19808,2026-07-01,7,26.43,28.28,28.28,2026-07-07
19809,2026-07-01,7,75.56,80.85,80.85,2026-07-06
19810,2026-07-01,7,111.66,119.48,119.48,2026-07-09
19811,2026-07-01,7,73.18,78.3,78.3,2026-07-06
19812,2026-07-01,7,37.43,40.05,40.05,2026-07-05
19813,2026-07-01,7,83.78,89.64,89.64,2026-07-06
19814,2026-07-01,7,29.13,31.17,31.17,2026-07-05
19815,2026-07-01,7,140.53,150.37,150.37,2026-07-07
19816,2026-07-01,7,26.66,28.53,28.53,2026-07-05
19817,2026-07-01,7,68.8,73.62,73.62,2026-07-05
19818,2026-07-01,7,110.69,118.44,118.44,2026-07-07
19819,2026-07-01,7,73.61,78.76,78.76,2026-07-05
19820,2026-07-01,7,43.15,46.17,46.17,2026-07-07
19821,2026-07-01,7,26.55,28.41,28.41,2026-07-06
19822,2026-07-01,7,65.55,70.14,70.14,2026-07-06
19823,2026-07-01,7,68.93,73.76,73.76,2026-07-12
19824,2026-07-01,7,25.95,27.77,27.77,2026-07-14
19825,2026-07-01,7,20.29,21.71,21.71,2026-07-05
19826,2026-07-01,7,139.75,149.53,149.53,2026-07-05
19827,2026-07-01,7,124.36,133.07,133.07,2026-07-05
19828,2026-07-01,7,31.22,33.41,33.41,2026-07-06
19829,2026-07-01,7,37.21,39.81,39.81,2026-07-10
19830,2026-07-01,7,29.47,31.53,31.53,2026-07-26
19831,2026-07-01,7,112.6,120.48,120.48,2026-08-04
19832,2026-07-01,7,76.69,82.06,82.06,2026-07-08
19833,2026-07-01,7,30.29,32.41,32.41,2026-07-05
19834,2026-07-01,7,41.89,44.82,44.82,2026-07-09
19835,2026-07-01,7,23.93,25.61,25.61,2026-07-05
19836,2026-07-01,7,106.51,113.97,113.97,2026-07-05
19837,2026-07-01,7,29.0,31.03,31.03,2026-07-06
19838,2026-07-01,7,66.55,71.21,71.21,2026-07-05
19839,2026-07-01,7,23.04,24.65,24.65,2026-07-05
19840,2026-07-01,7,52.69,56.38,56.38,2026-07-08
19841,2026-07-01,7,23.69,25.35,25.35,2026-07-08
19842,2026-07-01,7,24.89,26.63,26.63,2026-07-08
19843,2026-07-01,7,36.36,38.91,38.91,2026-07-07
19844,2026-07-01,7,77.26,82.67,82.67,2026-07-07
19845,2026-07-01,7,70.8,75.76,75.76,2026-07-05
19846,2026-07-01,7,82.42,88.19,88.19,2026-07-05
19847,2026-07-01,7,63.74,68.2,68.2,2026-07-06
19848,2026-07-01,7,77.08,82.48,82.48,2026-07-08
19849,2026-07-01,7,41.02,43.89,43.89,2026-07-06
19850,2026-07-01,7,112.59,120.47,120.47,2026-07-06
19851,2026-07-01,7,60.74,64.99,64.99,2026-07-05
19852,2026-07-01,7,108.38,115.97,115.97,2026-07-07
19853,2026-07-01,7,42.07,45.01,45.01,2026-07-05
19854,2026-07-01,7,21.04,22.51,22.51,2026-07-27
19855,2026-07-01,7,83.75,89.61,89.61,2026-07-07
19856,2026-07-01,7,119.53,127.9,127.9,2026-07-05
19857,2026-07-01,7,41.38,44.28,44.28,2026-07-05
19858,2026-07-01,7,144.9,155.04,155.04,2026-07-13
19859,2026-07-01,7,149.86,160.35,160.35,2026-07-07
19860,2026-07-01,7,50.4,53.93,53.93,2026-07-12
19861,2026-07-01,7,122.74,131.33,131.33,2026-07-05
19862,2026-07-01,7,138.97,148.7,148.7,2026-07-09
19863,2026-07-01,7,65.34,69.91,69.91,2026-07-05
19864,2026-07-01,7,126.82,135.7,135.7,2026-07-29
19865,2026-07-01,7,21.16,22.64,22.64,2026-07-05
19866,2026-07-01,7,59.25,63.4,63.4,2026-07-07
19867,2026-07-01,7,33.28,35.61,35.61,2026-07-06
19868,2026-07-01,7,32.29,34.55,34.55,2026-07-05
19869,2026-07-01,7,135.75,145.25,145.25,2026-07-07
19870,2026-07-01,7,96.02,102.74,102.74,2026-07-05
19871,2026-07-01,7,22.12,23.67,23.67,2026-07-07
19872,2026-07-01,7,56.25,60.19,60.19,2026-07-05
19873,2026-07-01,7,25.4,27.18,27.18,2026-07-07
19874,2026-07-01,7,21.24,22.73,22.73,2026-07-06
19875,2026-07-01,7,52.74,56.43,56.43,2026-07-05
19876,2026-07-01,7,23.12,24.74,24.74,2026-07-05
19877,2026-07-01,7,20.29,21.71,21.71,2026-07-05
19878,2026-07-01,7,81.27,86.96,86.96,2026-07-05
19879,2026-07-01,7,26.2,28.03,28.03,2026-07-23
19880,2026-07-01,7,100.42,107.45,107.45,2026-07-05
19881,2026-07-01,7,79.0,84.53,84.53,2026-07-05
19882,2026-07-01,7,43.86,46.93,46.93,2026-07-06
19883,2026-07-01,7,37.31,39.92,39.92,2026-07-05
19884,2026-07-01,7,25.2,26.96,26.96,2026-07-08
19885,2026-07-01,7,52.22,55.88,55.88,2026-07-05
19886,2026-07-01,7,94.17,100.76,100.76,2026-07-07
19887,2026-07-01,7,21.27,22.76,22.76,2026-07-23
19888,2026-07-01,7,43.89,46.96,46.96,2026-07-05
19889,2026-07-01,7,26.5,28.36,28.36,2026-07-05
19890,2026-07-01,7,27.81,29.76,29.76,2026-07-05
19891,2026-07-01,7,54.54,58.36,58.36,2026-07-07
19892,2026-07-01,7,70.1,75.01,75.01,2026-07-06
19893,2026-07-01,7,20.79,22.25,22.25,2026-07-06
19894,2026-07-01,7,55.95,59.87,59.87,2026-07-05
19895,2026-07-01,7,71.46,76.46,76.46,2026-08-04
19896,2026-07-01,7,116.68,124.85,124.85,2026-07-06
19897,2026-07-01,7,67.5,72.23,72.23,2026-07-06
19898,2026-07-01,7,58.62,62.72,62.72,2026-07-05
19899,2026-07-01,7,51.75,55.37,55.37,2026-07-14
19900,2026-07-01,7,37.47,40.09,40.09,2026-07-09
19901,2026-07-01,7,52.05,55.69,55.69,2026-07-06
19902,2026-07-01,7,23.82,25.49,25.49,2026-07-05
19903,2026-07-01,7,116.96,125.15,125.15,2026-07-05
19904,2026-07-01,7,27.16,29.06,29.06,2026-07-17
19905,2026-07-01,7,28.91,30.93,30.93,2026-07-07
19906,2026-07-01,7,22.18,23.73,23.73,2026-07-10
19907,2026-07-01,7,41.94,44.88,44.88,2026-07-07
19908,2026-07-01,7,50.02,53.52,53.52,2026-07-07
19909,2026-07-01,7,43.6,46.65,46.65,2026-07-07
19910,2026-07-01,7,21.79,23.32,23.32,2026-07-05
19911,2026-07-01,7,77.5,82.93,82.93,2026-07-06
19912,2026-07-01,7,105.34,112.71,112.71,2026-07-05
19913,2026-07-01,7,24.58,26.3,26.3,2026-07-05
19914,2026-07-01,7,23.48,25.12,25.12,2026-07-05
19915,2026-07-01,7,118.9,127.22,127.22,2026-07-07
19916,2026-07-01,7,39.33,42.08,42.08,2026-07-06
19917,2026-07-01,7,28.65,30.66,30.66,2026-07-31
19918,2026-07-01,7,51.54,55.15,55.15,2026-07-06
19919,2026-07-01,7,57.64,61.67,61.67,2026-07-05
19920,2026-07-01,7,63.53,67.98,67.98,2026-07-07
19921,2026-07-01,7,24.86,26.6,26.6,2026-07-05
19922,2026-07-01,7,125.65,134.45,134.45,2026-07-05
19923,2026-07-01,7,42.85,45.85,45.85,2026-07-05
19924,2026-07-01,7,63.15,67.57,67.57,2026-07-06
19925,2026-07-01,7,54.87,58.71,58.71,2026-07-06
19926,2026-07-01,7,32.72,35.01,35.01,2026-07-05
19927,2026-07-01,7,22.39,23.96,23.96,2026-07-05
19928,2026-07-01,7,51.98,55.62,55.62,2026-07-05
19929,2026-07-01,7,133.22,142.55,142.55,2026-07-05
19930,2026-07-01,7,56.97,60.96,60.96,2026-07-05
19931,2026-07-01,7,21.85,23.38,23.38,2026-07-08
19932,2026-07-01,7,68.19,72.96,72.96,2026-07-06
19933,2026-07-01,7,29.34,31.39,31.39,2026-07-09
19934,2026-07-01,7,63.87,68.34,68.34,2026-07-05
19935,2026-07-01,7,82.45,88.22,88.22,2026-07-06
19936,2026-07-01,7,27.82,29.77,29.77,2026-07-05
19937,2026-07-01,7,113.45,121.39,121.39,2026-07-05
19938,2026-07-01,7,56.25,60.19,60.19,2026-07-05
19939,2026-07-01,7,40.36,43.19,43.19,2026-07-05
19940,2026-07-01,7,65.16,69.72,69.72,2026-07-09
19941,2026-07-01,7,146.94,157.23,157.23,2026-07-20
19942,2026-07-01,7,74.78,80.01,80.01,2026-07-05
19943,2026-07-01,7,24.05,25.73,25.73,2026-07-05
19944,2026-07-01,7,35.96,38.48,38.48,2026-07-07
19945,2026-07-01,7,33.3,35.63,35.63,2026-07-05
19946,2026-07-01,7,20.33,21.75,21.75,2026-07-06
19947,2026-07-01,7,66.95,71.64,71.64,2026-07-06
19948,2026-07-01,7,136.51,146.07,146.07,2026-07-05
19949,2026-07-01,7,69.92,74.81,74.81,2026-07-05
19950,2026-07-01,7,43.06,46.07,46.07,2026-07-12
19951,2026-07-01,7,76.67,82.04,82.04,2026-07-05
19952,2026-07-01,7,143.51,153.56,153.56,2026-08-01
19953,2026-07-01,7,72.34,77.4,77.4,2026-07-07
19954,2026-07-01,7,24.45,26.16,26.16,2026-07-05
19955,2026-07-01,7,52.09,55.74,55.74,2026-07-07
19956,2026-07-01,7,50.27,53.79,53.79,2026-07-07
19957,2026-07-01,7,149.66,160.14,160.14,2026-07-06
19958,2026-07-01,7,30.57,32.71,32.71,2026-07-06
19959,2026-07-01,7,75.21,80.47,80.47,2026-07-05
19960,2026-07-01,7,30.55,32.69,32.69,2026-07-07
19961,2026-07-01,7,53.65,57.41,57.41,2026-07-22
19962,2026-07-01,7,65.98,70.6,70.6,2026-07-05
19963,2026-07-01,7,132.09,141.34,141.34,2026-07-05
19964,2026-07-01,7,75.22,80.49,80.49,2026-07-05
19965,2026-07-01,7,78.93,84.46,84.46,2026-07-08
19966,2026-07-01,7,64.31,68.81,68.81,2026-07-05
19967,2026-07-01,7,78.17,83.64,83.64,2026-07-05
