customerid,totalspending
85523,297.63
85524,190.68
85525,60.60
85526,76.29
85527,225.66
85528,80.16
85529,214.71
85530,180.84
85531,197.28
85532,162.18
85533,70.53
85534,129.51
85535,62.61
85536,72.99
85537,95.10
85538,300.93
85539,221.73
85540,60.78
85541,106.89
85542,180.24
85543,441.63
85544,88.47
85545,118.23
85546,245.70
85547,83.34
85548,118.32
85549,175.92
85550,247.56
85551,202.59
85552,412.65
85553,102.09
85554,84.18
85555,415.23
85556,87.18
85557,214.89
85558,65.10
85559,74.52
85560,108.75
85561,155.85
85562,114.45
85563,114.99
85564,71.28
85565,388.44
85566,97.44
85567,114.51
85568,421.95
85569,113.46
85570,416.97
85571,226.59
85572,75.75
85573,70.53
85574,134.97
85575,379.83
85576,134.31
85577,127.02
85578,216.87
85579,425.10
85580,84.33
85581,316.02
85582,420.57
85583,353.94
85584,70.92
85585,133.53
85586,102.90
85587,232.14
85588,178.80
85589,217.20
85590,89.85
85591,253.65
85592,195.03
85593,74.73
85594,62.34
85595,62.01
85596,114.57
85597,217.41
85598,62.85
85599,411.45
85600,429.96
85601,195.54
85602,103.08
85603,150.30
85604,247.98
85605,193.77
85606,331.86
85607,123.15
85608,157.95
85609,183.18
85610,207.27
85611,95.91
85612,182.04
85613,213.12
85614,173.07
85615,118.71
85616,102.60
85617,229.83
85618,397.65
85619,100.14
85620,217.86
85621,133.41
85622,318.06
85623,218.85
85624,126.63
85625,382.65
85626,314.13
85627,344.52
85628,250.35
85629,175.32
85630,232.80
85631,82.86
85632,437.34
85633,67.86
85634,119.79
85635,166.77
85636,94.68
85637,172.02
85638,166.35
85639,419.19
85640,98.43
85641,215.16
85642,275.43
85643,363.03
85644,241.08
85645,96.45
85646,93.24
85647,381.54
85648,69.51
85649,292.44
85650,243.03
85651,126.33
85652,227.28
85653,162.03
85654,122.01
85655,392.82
85656,118.23
85657,412.95
85658,222.57
85659,134.01
85660,285.99
85661,60.78
85662,342.24
85663,73.35
85664,110.58
85665,118.05
85666,78.33
85667,237.78
85668,150.09
85669,315.18
85670,194.76
85671,100.29
85672,92.43
85673,94.44
85674,188.13
85675,132.06
85676,209.31
85677,448.56
85678,320.91
85679,350.97
85680,173.28
85681,209.79
85682,341.97
85683,64.83
85684,66.96
85685,247.92
85686,109.56
85687,78.63
85688,162.03
85689,426.54
85690,65.52
85691,282.51
85692,68.64
85693,247.23
85694,132.87
85695,88.14
85696,344.94
85697,203.22
85698,218.79
85699,70.50
85700,71.19
85701,426.27
85702,220.74
85703,69.54
85704,67.47
85705,89.19
85706,192.33
85707,153.36
85708,227.40
85709,90.03
85710,405.63
85711,78.96
85712,150.15
85713,222.09
85714,132.99
85715,131.19
85716,123.51
85717,117.57
85718,364.77
85719,71.22
85720,73.11
85721,152.79
85722,162.00
85723,66.90
85724,112.17
85725,97.23
85726,123.06
85727,61.02
85728,339.63
85729,154.29
85730,102.36
85731,157.53
85732,115.05
85733,213.33
85734,344.31
85735,160.56
85736,128.25
85737,129.06
85738,186.60
85739,107.64
85740,382.59
85741,112.32
85742,243.12
85743,196.32
85744,427.74
85745,170.49
85746,199.65
85747,327.12
85748,342.63
85749,165.42
85750,76.92
85751,92.79
85752,103.59
85753,367.20
85754,282.93
85755,237.36
85756,201.72
85757,73.11
85758,106.50
85759,395.76
85760,186.12
85761,119.28
85762,220.65
85763,439.83
85764,92.25
85765,63.09
85766,209.40
85767,128.43
85768,178.14
85769,194.91
85770,446.40
85771,122.31
85772,393.63
85773,78.87
85774,250.95
85775,192.99
85776,62.52
85777,252.78
85778,217.38
85779,115.92
85780,184.05
85781,191.01
85782,104.25
85783,210.75
85784,125.10
85785,233.46
85786,410.01
85787,77.13
85788,72.36
85789,131.13
85790,175.89
85791,189.51
85792,168.42
85793,285.21
85794,122.70
85795,116.46
85796,254.07
85797,122.88
85798,71.55
85799,406.29
85800,445.80
85801,320.88
85802,225.21
85803,84.69
85804,72.81
85805,90.09
85806,131.91
85807,100.62
85808,118.89
85809,131.43
85810,320.76
85811,251.34
85812,190.32
85813,408.99
85814,97.17
85815,240.69
85816,247.11
85817,322.44
85818,235.77
85819,123.36
85820,130.44
85821,131.73
85822,429.99
85823,314.01
85824,106.38
85825,108.09
85826,298.71
85827,163.56
85828,192.42
85829,93.06
85830,197.85
85831,168.12
85832,60.21
85833,381.60
85834,443.79
85835,84.00
85836,389.22
85837,115.05
85838,233.25
85839,127.71
85840,275.16
85841,244.47
85842,192.72
85843,165.66
85844,419.64
85845,192.63
85846,106.83
85847,88.02
85848,129.81
85849,157.35
85850,96.00
85851,441.15
85852,62.25
85853,117.66
85854,237.63
85855,120.03
85856,78.78
85857,112.68
85858,361.26
85859,162.69
85860,243.03
85861,352.08
85862,299.40
85863,119.94
85864,174.48
85865,84.81
85866,95.85
85867,73.20
85868,248.10
85869,442.74
85870,69.54
85871,61.26
85872,170.88
85873,240.39
85874,352.05
85875,153.12
85876,112.50
85877,79.41
85878,112.35
85879,364.92
85880,114.78
85881,95.43
85882,285.57
85883,182.43
85884,208.83
85885,216.51
85886,200.91
85887,204.51
85888,117.66
85889,242.13
85890,304.74
85891,219.15
85892,413.22
85893,100.44
85894,208.95
85895,113.40
85896,72.36
85897,122.22
85898,230.49
85899,62.76
85900,93.90
85901,125.49
85902,439.50
85903,71.28
85904,413.25
85905,221.97
85906,76.65
85907,61.02
85908,185.70
85909,131.58
85910,90.72
85911,173.40
85912,329.16
85913,248.52
85914,186.45
85915,181.08
85916,126.42
85917,131.91
85918,333.72
85919,90.78
85920,379.02
85921,132.09
85922,359.16
85923,387.27
85924,117.27
85925,426.03
85926,86.10
85927,220.89
85928,191.04
85929,300.12
85930,93.12
85931,308.79
85932,174.90
85933,169.11
85934,128.88
85935,247.41
85936,219.63
85937,169.77
85938,236.73
85939,204.96
85940,214.20
85941,65.46
85942,63.30
85943,100.02
85944,69.21
85945,108.81
85946,169.71
85947,90.33
85948,318.30
85949,93.66
85950,226.29
85951,62.76
85952,318.72
85953,67.74
85954,127.29
85955,383.43
85956,246.54
85957,119.19
85958,376.41
85959,350.16
85960,411.39
85961,133.08
85962,223.89
85963,92.49
85964,175.53
85965,254.10
85966,131.01
85967,153.48
85968,190.23
85969,178.56
85970,350.61
85971,107.94
85972,166.65
85973,252.18
85974,389.88
85975,123.39
85976,89.01
85977,117.60
85978,133.02
85979,92.73
85980,202.35
85981,113.49
85982,383.31
85983,352.20
85984,182.07
85985,105.48
85986,248.22
85987,227.97
85988,173.94
85989,154.56
85990,74.10
85991,77.64
85992,152.55
85993,228.69
85994,117.00
85995,324.63
85996,192.93
85997,61.17
85998,108.03
85999,62.85
86000,108.30
86001,92.34
86002,61.56
86003,113.49
86004,299.64
86005,215.25
86006,307.08
86007,222.84
86008,307.50
86009,383.13
86010,249.84
86011,372.84
86012,89.49
86013,214.02
86014,129.57
86015,169.38
86016,89.85
86017,208.23
86018,160.71
86019,315.78
86020,246.51
86021,134.43
86022,236.40
86023,332.82
86024,186.45
86025,164.34
86026,374.55
86027,73.92
86028,350.01
86029,123.54
86030,94.14
86031,76.11
86032,207.96
86033,132.93
86034,363.60
86035,62.76
86036,239.04
86037,246.54
86038,72.30
86039,199.98
86040,429.18
86041,355.98
86042,187.65
86043,179.13
86044,404.85
86045,97.17
86046,177.21
86047,167.40
86048,151.92
86049,120.69
86050,227.64
86051,81.87
86052,98.19
86053,115.89
86054,220.86
86055,133.47
86056,355.05
86057,385.50
86058,108.36
86059,81.96
86060,272.61
86061,184.05
86062,66.69
86063,89.22
86064,297.21
86065,158.73
86066,228.48
86067,383.40
86068,251.52
86069,215.97
86070,192.15
86071,234.12
86072,63.03
86073,327.81
86074,126.96
86075,183.48
86076,237.66
86077,252.36
86078,75.51
86079,200.52
86080,70.50
86081,116.01
86082,121.65
86083,133.29
86084,111.96
86085,275.64
86086,323.94
86087,112.83
86088,271.47
86089,76.62
86090,64.53
86091,94.50
86092,93.51
86093,157.89
86094,189.45
86095,79.98
86096,129.69
86097,204.06
86098,154.23
86099,188.19
86100,163.56
86101,213.57
86102,334.29
86103,62.61
86104,109.86
86105,180.18
86106,127.05
86107,74.13
86108,111.78
86109,106.41
86110,99.81
86111,251.82
86112,235.20
86113,224.79
86114,408.36
86115,408.51
86116,212.79
86117,123.39
86118,164.79
86119,65.22
86120,317.01
86121,80.97
86122,88.74
86123,186.54
86124,200.31
86125,194.79
86126,199.77
86127,66.60
86128,275.91
86129,199.47
86130,216.00
86131,85.56
86132,71.76
86133,60.60
86134,116.31
86135,75.66
86136,132.30
86137,299.13
86138,93.00
86139,424.71
86140,70.32
86141,97.35
86142,121.23
86143,169.98
86144,415.68
86145,67.14
86146,435.63
86147,332.61
86148,96.09
86149,65.97
86150,303.18
86151,182.76
86152,60.57
86153,72.48
86154,370.56
86155,68.40
86156,130.20
86157,163.44
86158,281.55
86159,220.44
86160,120.66
86161,121.83
86162,159.48
86163,280.86
86164,133.47
86165,225.45
86166,251.67
86167,111.48
86168,168.84
86169,113.19
86170,198.03
86171,182.01
86172,64.89
86173,207.78
86174,177.18
86175,104.97
86176,397.89
86177,126.12
86178,223.23
86179,91.68
86180,198.99
86181,110.64
86182,352.65
86183,410.79
86184,117.21
86185,228.93
86186,95.04
86187,127.35
86188,399.57
86189,91.17
86190,100.74
86191,254.52
86192,167.64
86193,95.34
86194,100.86
86195,116.55
86196,91.44
86197,441.78
86198,289.23
86199,308.91
86200,234.12
86201,230.19
86202,82.02
86203,168.27
86204,199.92
86205,218.85
86206,73.11
86207,69.00
86208,441.21
86209,196.11
86210,348.03
86211,190.50
86212,386.85
86213,116.91
86214,60.18
86215,116.79
86216,99.03
86217,436.17
86218,218.13
86219,158.22
86220,72.24
86221,114.96
86222,188.22
86223,159.69
86224,182.46
86225,62.43
86226,219.36
86227,252.30
86228,159.75
86229,64.20
86230,187.62
86231,227.55
86232,324.63
86233,126.09
86234,88.62
86235,432.93
86236,391.32
86237,202.95
86238,102.12
86239,76.86
86240,74.52
86241,117.93
86242,87.00
86243,187.44
86244,96.69
86245,114.78
86246,83.01
86247,113.64
86248,195.54
86249,184.44
86250,133.14
86251,110.19
86252,107.25
86253,96.00
86254,210.57
86255,64.65
86256,88.77
86257,98.19
86258,165.03
86259,114.18
86260,380.91
86261,247.08
86262,109.35
86263,390.15
86264,306.99
86265,152.70
86266,168.48
86267,121.05
86268,88.98
86269,209.07
86270,197.67
86271,205.08
86272,133.80
86273,103.59
86274,240.90
86275,175.89
86276,249.57
86277,94.98
86278,115.59
86279,340.20
86280,440.46
86281,98.55
86282,127.29
86283,330.30
86284,293.34
86285,159.30
86286,62.61
86287,202.08
86288,70.32
86289,104.07
86290,376.23
86291,298.02
86292,294.99
86293,117.39
86294,419.10
86295,192.27
86296,153.33
86297,130.74
86298,195.54
86299,124.53
86300,88.32
86301,98.94
86302,107.97
86303,62.94
86304,99.60
86305,131.19
86306,75.84
86307,209.10
86308,209.49
86309,101.94
86310,131.28
86311,200.76
86312,77.67
86313,105.30
86314,295.35
86315,78.63
86316,184.47
86317,91.32
86318,101.85
86319,241.74
86320,248.52
86321,67.44
86322,75.96
86323,168.24
86324,73.14
86325,89.34
86326,83.37
86327,132.63
86328,208.17
86329,395.82
86330,300.75
86331,102.42
86332,129.72
86333,128.64
86334,130.08
86335,94.86
86336,133.53
86337,106.26
86338,209.28
86339,294.72
86340,213.03
86341,363.27
86342,82.92
86343,111.45
86344,396.60
86345,171.45
86346,67.47
86347,125.73
86348,178.68
86349,91.68
86350,115.20
86351,409.02
86352,60.33
86353,113.70
86354,74.13
86355,227.04
86356,101.85
86357,178.62
86358,107.97
86359,83.04
86360,78.30
86361,101.70
86362,248.61
86363,194.49
86364,207.96
86365,104.88
86366,222.36
86367,74.40
86368,164.13
86369,309.21
86370,154.53
86371,115.23
86372,72.87
86373,122.94
86374,67.68
86375,316.44
86376,99.81
86377,179.10
86378,172.89
86379,247.20
86380,286.14
86381,132.75
86382,166.50
86383,127.32
86384,103.86
86385,161.70
86386,225.24
86387,165.24
86388,178.17
86389,97.77
86390,234.66
86391,185.58
86392,122.67
86393,184.95
86394,412.56
86395,186.51
86396,83.88
86397,78.09
86398,95.82
86399,297.00
86400,71.94
86401,288.45
86402,130.35
86403,198.66
86404,418.26
86405,243.84
86406,215.40
86407,123.30
86408,315.96
86409,122.73
86410,196.59
86411,195.54
86412,105.75
86413,76.20
86414,184.05
86415,159.99
86416,172.14
86417,206.88
86418,433.02
86419,310.86
86420,392.82
86421,228.00
86422,274.83
86423,325.50
86424,281.07
86425,206.67
86426,97.08
86427,129.36
86428,115.95
86429,211.02
86430,396.96
86431,74.04
86432,298.29
86433,133.98
86434,110.25
86435,172.47
86436,60.33
86437,69.00
86438,71.13
86439,72.72
86440,94.56
86441,155.28
86442,443.28
86443,83.07
86444,128.10
86445,92.64
86446,150.42
86447,115.83
86448,94.65
86449,132.27
86450,367.41
86451,108.45
86452,125.85
86453,299.73
86454,218.76
86455,225.12
86456,75.81
86457,100.62
86458,353.40
86459,69.75
86460,247.05
86461,160.74
86462,131.13
86463,63.51
86464,297.93
86465,155.73
86466,424.38
86467,74.19
86468,371.88
86469,288.60
86470,71.13
86471,283.29
86472,203.52
86473,62.16
86474,75.96
86475,80.22
86476,110.76
86477,132.24
86478,160.89
86479,253.80
86480,160.92
86481,183.21
86482,401.49
86483,337.20
86484,115.23
86485,166.83
86486,101.49
86487,166.02
86488,190.53
86489,81.54
86490,133.92
86491,93.24
86492,236.70
86493,210.24
86494,117.03
86495,77.64
86496,122.76
86497,134.37
86498,61.14
86499,290.22
86500,355.47
86501,243.36
86502,187.89
86503,107.91
86504,94.56
86505,412.65
86506,185.43
86507,418.83
86508,73.65
86509,69.72
86510,196.47
86511,280.50
86512,94.80
86513,131.13
86514,187.59
86515,158.04
86516,201.21
86517,243.84
86518,249.78
86519,378.12
86520,99.18
86521,158.61
86522,81.36
86523,76.41
86524,189.21
86525,118.74
86526,359.70
86527,187.47
86528,65.76
86529,74.37
86530,224.58
86531,124.38
86532,98.43
86533,122.37
86534,217.56
86535,69.12
86536,97.92
86537,94.53
86538,228.66
86539,447.93
86540,65.88
86541,162.15
86542,171.42
86543,203.55
86544,76.59
86545,93.75
86546,64.44
86547,205.71
86548,177.06
86549,110.01
86550,103.17
86551,299.13
86552,120.87
86553,122.13
86554,127.20
86555,239.37
86556,157.23
86557,367.68
86558,132.78
86559,201.45
86560,282.78
86561,246.12
86562,225.06
86563,65.46
86564,128.88
86565,222.51
86566,152.01
86567,113.22
86568,387.15
86569,116.46
86570,70.26
86571,210.96
86572,74.46
86573,180.78
86574,238.32
86575,426.69
86576,127.47
86577,300.84
86578,383.04
86579,206.67
86580,118.05
86581,243.99
86582,384.57
86583,360.36
86584,102.36
86585,61.20
86586,181.86
86587,104.01
86588,108.78
86589,189.48
86590,162.78
86591,244.83
86592,86.49
86593,184.14
86594,71.79
86595,199.86
86596,64.41
86597,332.94
86598,176.91
86599,114.15
86600,62.01
86601,299.94
86602,93.69
86603,225.48
86604,414.21
86605,177.60
86606,413.19
86607,79.92
86608,65.49
86609,349.17
86610,344.01
86611,224.16
86612,119.82
86613,179.25
86614,133.59
86615,216.42
86616,158.58
86617,76.23
86618,103.86
86619,115.74
86620,231.96
86621,79.26
86622,236.58
86623,112.47
86624,389.40
86625,192.39
86626,104.88
86627,313.44
86628,94.74
86629,342.93
86630,182.37
86631,243.00
86632,415.38
86633,162.06
86634,76.95
86635,81.12
86636,118.65
86637,206.76
86638,114.99
86639,111.69
86640,80.73
86641,132.15
86642,220.59
86643,124.83
86644,87.06
86645,97.71
86646,124.59
86647,90.99
86648,183.15
86649,197.34
86650,63.00
86651,301.11
86652,167.91
86653,133.71
86654,237.21
86655,181.53
86656,92.97
86657,449.94
86658,242.19
86659,213.63
86660,239.19
86661,224.73
86662,75.78
86663,214.41
86664,84.18
86665,202.74
86666,208.59
86667,121.41
86668,207.87
86669,121.59
86670,216.33
86671,98.79
86672,78.96
86673,156.09
86674,437.34
86675,121.41
86676,83.13
86677,111.33
86678,126.66
86679,103.77
86680,424.59
86681,162.57
86682,114.66
86683,113.01
86684,289.38
86685,244.95
86686,280.71
86687,63.18
86688,423.63
86689,85.62
86690,231.33
86691,121.20
86692,190.17
86693,186.45
86694,155.76
86695,208.17
86696,153.06
86697,233.49
86698,429.54
86699,134.22
86700,443.64
86701,93.99
86702,118.23
86703,178.50
86704,347.25
86705,86.55
86706,168.24
86707,220.35
86708,196.56
86709,229.41
86710,219.45
86711,239.88
86712,299.19
86713,130.59
86714,243.78
86715,181.35
86716,319.20
86717,200.22
86718,233.76
86719,199.26
86720,390.72
86721,230.55
86722,85.98
86723,240.09
86724,78.36
86725,79.92
86726,444.87
86727,88.47
86728,206.82
86729,121.86
86730,108.48
86731,113.04
86732,236.76
86733,162.99
86734,357.60
86735,121.44
86736,108.42
86737,253.26
86738,160.86
86739,240.57
86740,72.27
86741,340.41
86742,129.87
86743,161.73
86744,153.51
86745,134.94
86746,231.75
86747,76.32
86748,197.91
86749,399.45
86750,404.67
86751,107.55
86752,85.41
86753,91.23
86754,339.39
86755,188.34
86756,414.06
86757,235.83
86758,420.75
86759,189.51
86760,365.40
86761,119.85
86762,103.86
86763,150.99
86764,110.55
86765,105.54
86766,175.80
86767,183.00
86768,128.40
86769,105.66
86770,130.53
86771,62.34
86772,239.40
86773,103.92
86774,247.83
86775,114.33
86776,444.84
86777,76.41
86778,249.18
86779,193.44
86780,63.33
86781,127.38
86782,134.52
86783,390.45
86784,120.45
86785,70.53
86786,125.85
86787,68.82
86788,193.74
86789,182.07
86790,77.40
86791,134.19
86792,227.28
86793,208.62
86794,69.36
86795,222.03
86796,97.20
86797,198.57
86798,71.67
86799,312.18
86800,204.33
86801,230.19
86802,358.11
86803,185.82
86804,394.53
86805,199.50
86806,63.84
86807,112.41
86808,119.58
86809,278.25
86810,167.85
86811,196.56
86812,161.61
86813,90.90
86814,78.33
86815,64.95
86816,220.02
86817,61.71
86818,368.10
86819,106.26
86820,181.77
86821,215.58
86822,108.12
86823,133.38
86824,130.20
86825,65.61
86826,224.52
86827,180.90
86828,87.36
86829,120.33
86830,91.38
86831,82.83
86832,184.80
86833,102.45
86834,204.69
86835,66.60
86836,91.89
86837,129.69
86838,228.69
86839,171.42
86840,351.96
86841,212.88
86842,253.53
86843,236.97
86844,182.82
86845,118.08
86846,238.44
86847,175.20
86848,444.51
86849,294.45
86850,61.50
86851,215.07
86852,106.41
86853,125.94
86854,63.87
86855,124.62
86856,245.85
86857,172.47
86858,132.93
86859,64.32
86860,150.24
86861,120.54
86862,223.02
86863,88.92
86864,214.59
86865,331.17
86866,275.37
86867,233.55
86868,303.60
86869,86.25
86870,129.99
86871,171.96
86872,167.79
86873,64.62
86874,365.40
86875,353.40
86876,234.90
86877,220.38
86878,160.14
86879,174.30
86880,328.29
86881,346.32
86882,193.44
86883,253.74
86884,254.28
86885,153.03
86886,170.04
86887,68.46
86888,177.66
86889,161.22
86890,207.06
86891,250.89
86892,83.67
86893,83.79
86894,315.63
86895,87.33
86896,77.16
86897,297.15
86898,190.17
86899,70.80
86900,103.44
86901,433.65
86902,156.57
86903,87.57
86904,292.14
86905,322.95
86906,89.16
86907,379.89
86908,62.31
86909,374.34
86910,183.12
86911,76.65
86912,420.27
86913,129.87
86914,128.82
86915,208.50
86916,132.12
86917,71.79
86918,254.07
86919,119.73
86920,106.62
86921,129.99
86922,71.34
86923,105.72
86924,185.10
86925,344.82
86926,218.25
86927,126.21
86928,164.91
86929,360.51
86930,228.93
86931,171.09
86932,232.98
86933,317.58
86934,84.21
86935,73.11
86936,104.43
86937,288.27
86938,234.75
86939,236.61
86940,64.05
86941,244.47
86942,202.50
86943,158.52
86944,122.67
86945,134.31
86946,408.21
86947,104.85
86948,65.76
86949,384.24
86950,365.70
86951,250.74
86952,214.92
86953,150.27
86954,194.82
86955,69.75
86956,68.22
86957,61.02
86958,167.91
86959,392.55
86960,402.93
86961,77.31
86962,219.09
86963,175.98
86964,188.79
86965,88.44
86966,198.21
86967,75.30
86968,81.27
86969,396.90
86970,168.99
86971,133.02
86972,119.13
86973,206.40
86974,387.18
86975,76.53
86976,190.50
86977,188.64
86978,384.75
86979,82.89
86980,219.18
86981,161.82
86982,428.64
86983,112.71
86984,296.49
86985,167.88
86986,282.54
86987,101.70
86988,176.34
86989,80.01
86990,397.56
86991,433.89
86992,127.05
86993,402.81
86994,282.96
86995,72.69
86996,94.50
86997,384.99
86998,60.45
86999,72.33
87000,414.75
87001,85.68
87002,88.86
87003,420.96
87004,161.43
87005,284.01
87006,186.21
87007,184.08
87008,173.13
87009,238.86
87010,128.73
87011,107.76
87012,67.83
87013,197.55
87014,94.14
87015,118.65
87016,105.30
87017,97.17
87018,187.11
87019,201.24
87020,95.70
87021,234.78
87022,396.84
87023,170.58
87024,393.15
87025,202.29
87026,409.26
87027,111.45
87028,119.37
87029,180.51
87030,277.65
87031,289.56
87032,175.47
87033,184.74
87034,207.69
87035,86.10
87036,274.83
87037,112.71
87038,80.55
87039,123.69
87040,392.01
87041,340.08
87042,93.09
87043,410.79
87044,224.37
87045,113.28
87046,343.08
87047,68.46
87048,320.64
87049,199.14
87050,243.54
87051,248.13
87052,368.13
87053,79.77
87054,116.25
87055,203.91
87056,122.61
87057,219.90
87058,72.54
87059,183.24
87060,104.91
87061,88.47
87062,113.91
87063,89.73
87064,104.31
87065,104.34
87066,224.70
87067,239.37
87068,162.90
87069,411.63
87070,120.39
87071,247.32
87072,123.81
87073,130.29
87074,119.19
87075,198.27
87076,88.26
87077,205.05
87078,115.77
87079,75.03
87080,326.73
87081,229.59
87082,180.42
87083,105.63
87084,121.56
87085,87.96
87086,122.85
87087,389.16
87088,213.24
87089,250.74
87090,402.15
87091,401.82
87092,60.03
87093,128.04
87094,180.09
87095,116.55
87096,126.00
87097,157.86
87098,70.92
87099,169.32
87100,72.99
87101,119.70
87102,72.27
87103,131.25
87104,95.13
87105,131.16
87106,107.94
87107,226.20
87108,216.75
87109,429.78
87110,78.78
87111,188.67
87112,246.21
87113,97.35
87114,114.09
87115,413.40
87116,69.24
87117,96.63
87118,222.87
87119,190.74
87120,93.27
87121,411.30
87122,68.49
87123,400.14
87124,183.81
87125,80.37
87126,96.24
87127,281.61
87128,251.22
87129,157.50
87130,326.43
87131,173.85
87132,151.71
87133,330.90
87134,119.52
87135,121.26
87136,63.24
87137,179.28
87138,222.87
87139,77.91
87140,111.75
87141,161.01
87142,214.56
87143,66.27
87144,438.90
87145,170.82
87146,432.30
87147,131.31
87148,319.11
87149,88.26
87150,437.13
87151,158.10
87152,199.98
87153,94.23
87154,162.99
87155,84.69
87156,296.07
87157,105.78
87158,120.63
87159,241.26
87160,208.65
87161,132.12
87162,111.42
87163,156.54
87164,244.89
87165,119.58
87166,245.01
87167,93.15
87168,254.70
87169,111.81
87170,161.43
87171,108.06
87172,196.86
87173,126.24
87174,134.28
87175,104.85
87176,105.84
87177,201.18
87178,107.16
87179,123.72
87180,134.85
87181,104.82
87182,97.68
87183,115.26
87184,206.46
87185,215.73
87186,62.76
87187,156.60
87188,233.64
87189,167.16
87190,437.70
87191,277.05
87192,181.14
87193,82.86
87194,290.73
87195,110.70
87196,91.35
87197,211.17
87198,254.01
87199,207.03
87200,103.32
87201,160.80
87202,178.14
87203,242.73
87204,73.74
87205,216.66
87206,89.46
87207,74.37
87208,344.04
87209,324.87
87210,132.39
87211,253.95
87212,179.91
87213,272.34
87214,354.42
87215,63.87
87216,155.64
87217,163.71
87218,82.65
87219,296.40
87220,188.91
87221,111.63
87222,110.76
87223,84.66
87224,220.26
87225,128.25
87226,373.86
87227,415.68
87228,91.44
87229,205.14
87230,74.67
87231,74.70
87232,154.68
87233,196.20
87234,65.73
87235,344.55
87236,82.62
87237,170.64
87238,344.13
87239,69.87
87240,105.27
87241,370.05
87242,96.69
87243,254.79
87244,280.05
87245,238.86
87246,398.43
87247,329.46
87248,345.90
87249,85.20
87250,66.36
87251,438.27
87252,180.66
87253,159.06
87254,159.93
87255,103.35
87256,194.01
87257,161.52
87258,274.44
87259,165.99
87260,222.51
87261,241.20
87262,214.23
87263,74.46
87264,190.62
87265,243.87
87266,247.95
87267,172.74
87268,285.24
87269,80.37
87270,65.25
87271,226.74
87272,177.39
87273,130.14
87274,236.46
87275,126.03
87276,79.41
87277,133.92
87278,84.87
87279,61.71
87280,66.48
87281,242.73
87282,189.03
87283,186.48
87284,121.80
87285,112.56
87286,241.62
87287,314.79
87288,83.28
87289,75.15
87290,122.16
87291,123.57
87292,115.32
87293,217.38
87294,371.10
87295,60.69
87296,129.96
87297,66.93
87298,158.70
87299,124.59
87300,131.22
87301,105.93
87302,88.11
87303,60.57
87304,166.89
87305,81.09
87306,196.98
87307,202.17
87308,202.53
87309,212.58
87310,216.15
87311,241.35
87312,208.35
87313,223.23
87314,236.25
87315,68.01
87316,91.08
87317,82.89
87318,234.06
87319,128.79
87320,247.26
87321,441.48
87322,330.48
87323,162.99
87324,111.06
87325,113.76
87326,282.93
87327,245.94
87328,346.44
87329,128.85
87330,200.19
87331,63.06
87332,238.80
87333,76.68
87334,88.05
87335,81.90
87336,299.25
87337,240.75
87338,342.93
87339,89.40
87340,175.38
87341,67.89
87342,417.66
87343,116.04
87344,99.45
87345,302.97
87346,359.25
87347,230.01
87348,79.32
87349,196.32
87350,249.66
87351,92.82
87352,184.62
87353,375.90
87354,123.81
87355,308.34
87356,171.72
87357,101.88
87358,177.87
87359,427.68
87360,169.23
87361,380.13
87362,154.05
87363,248.40
87364,60.63
87365,199.17
87366,86.94
87367,190.53
87368,164.07
87369,234.21
87370,245.10
87371,109.98
87372,184.44
87373,300.06
87374,104.97
87375,92.31
87376,130.08
87377,80.04
87378,99.99
87379,217.89
87380,150.09
87381,153.00
87382,93.78
87383,249.30
87384,104.67
87385,104.43
87386,210.03
87387,211.23
87388,229.35
87389,233.52
87390,199.20
87391,278.82
87392,218.91
87393,108.00
87394,124.65
87395,229.08
87396,344.25
87397,219.27
87398,67.74
87399,165.27
87400,117.48
87401,72.30
87402,191.85
87403,186.51
87404,67.20
87405,111.12
87406,122.31
87407,156.51
87408,117.60
87409,295.26
87410,112.32
87411,122.91
87412,62.25
87413,370.11
87414,90.42
87415,124.08
87416,115.11
87417,108.99
87418,346.11
87419,249.18
87420,408.09
87421,190.38
87422,224.94
87423,251.61
87424,295.20
87425,294.06
87426,68.91
87427,231.93
87428,93.72
87429,314.25
87430,74.61
87431,72.15
87432,81.60
87433,252.33
87434,328.83
87435,154.02
87436,177.00
87437,357.21
87438,86.76
87439,435.63
87440,224.37
87441,123.06
87442,132.81
87443,401.07
87444,134.52
87445,335.34
87446,102.15
87447,198.45
87448,178.83
87449,176.97
87450,315.03
87451,381.57
87452,245.82
87453,96.33
87454,293.67
87455,90.06
87456,224.52
87457,151.14
87458,425.64
87459,84.78
87460,160.38
87461,156.90
87462,333.60
87463,245.13
87464,191.97
87465,61.68
87466,246.45
87467,128.46
87468,103.29
87469,176.52
87470,124.26
87471,293.94
87472,165.57
87473,100.92
87474,80.34
87475,199.23
87476,308.67
87477,195.48
87478,120.51
87479,115.08
87480,110.52
87481,126.39
87482,202.80
87483,371.79
87484,222.63
87485,409.80
87486,231.18
87487,121.47
87488,426.42
87489,421.11
87490,116.64
87491,171.06
87492,104.58
87493,219.00
87494,352.92
87495,381.93
87496,151.68
87497,88.86
87498,85.38
87499,251.64
87500,208.20
87501,254.55
87502,126.54
87503,101.43
87504,67.11
87505,70.29
87506,242.22
87507,157.05
87508,272.79
87509,188.40
87510,89.85
87511,180.12
87512,90.66
87513,121.59
87514,184.80
87515,359.55
87516,111.09
87517,71.19
87518,71.82
87519,120.63
87520,449.67
