customerid,billmonth,totalamount,spendrank
41502,2026-07-01,35.91,226846
42516,2026-07-01,35.91,226846
42516,2026-06-01,35.91,226846
42516,2026-05-01,35.91,226846
43476,2026-07-01,35.91,226846
43476,2026-06-01,35.91,226846
43476,2026-05-01,35.91,226846
58891,2026-05-01,35.91,226846
58891,2026-06-01,35.91,226846
58891,2026-07-01,35.91,226846
63683,2026-07-01,35.91,226846
63683,2026-05-01,35.91,226846
63683,2026-06-01,35.91,226846
63763,2026-07-01,35.91,226846
63763,2026-06-01,35.91,226846
63763,2026-05-01,35.91,226846
64327,2026-05-01,35.91,226846
64327,2026-07-01,35.91,226846
64327,2026-06-01,35.91,226846
72557,2026-06-01,35.91,226846
72557,2026-05-01,35.91,226846
72557,2026-07-01,35.91,226846
81144,2026-07-01,35.91,226846
81144,2026-05-01,35.91,226846
81144,2026-06-01,35.91,226846
99591,2026-06-01,35.91,226846
99591,2026-05-01,35.91,226846
99591,2026-07-01,35.91,226846
99902,2026-05-01,35.91,226846
99902,2026-07-01,35.91,226846
99902,2026-06-01,35.91,226846
2080,2026-05-01,35.90,226906
2080,2026-06-01,35.90,226906
2080,2026-07-01,35.90,226906
7579,2026-06-01,35.90,226906
7579,2026-07-01,35.90,226906
7579,2026-05-01,35.90,226906
13043,2026-07-01,35.90,226906
13043,2026-05-01,35.90,226906
13043,2026-06-01,35.90,226906
19216,2026-05-01,35.90,226906
19216,2026-06-01,35.90,226906
19216,2026-07-01,35.90,226906
22337,2026-06-01,35.90,226906
22337,2026-07-01,35.90,226906
22337,2026-05-01,35.90,226906
31877,2026-05-01,35.90,226906
31877,2026-07-01,35.90,226906
31877,2026-06-01,35.90,226906
36053,2026-06-01,35.90,226906
36053,2026-07-01,35.90,226906
36053,2026-05-01,35.90,226906
36540,2026-05-01,35.90,226906
36540,2026-06-01,35.90,226906
36540,2026-07-01,35.90,226906
38869,2026-06-01,35.90,226906
38869,2026-05-01,35.90,226906
38869,2026-07-01,35.90,226906
43480,2026-06-01,35.90,226906
43480,2026-05-01,35.90,226906
43480,2026-07-01,35.90,226906
49688,2026-05-01,35.90,226906
49688,2026-06-01,35.90,226906
49688,2026-07-01,35.90,226906
53336,2026-06-01,35.90,226906
53336,2026-07-01,35.90,226906
53336,2026-05-01,35.90,226906
57402,2026-07-01,35.90,226906
57402,2026-06-01,35.90,226906
57402,2026-05-01,35.90,226906
61051,2026-07-01,35.90,226906
61051,2026-05-01,35.90,226906
61051,2026-06-01,35.90,226906
68650,2026-05-01,35.90,226906
68650,2026-07-01,35.90,226906
68650,2026-06-01,35.90,226906
87525,2026-06-01,35.90,226906
87525,2026-05-01,35.90,226906
87525,2026-07-01,35.90,226906
7591,2026-05-01,35.89,226954
7591,2026-06-01,35.89,226954
7591,2026-07-01,35.89,226954
8073,2026-05-01,35.89,226954
8073,2026-07-01,35.89,226954
8073,2026-06-01,35.89,226954
15540,2026-07-01,35.89,226954
15540,2026-06-01,35.89,226954
15540,2026-05-01,35.89,226954
20206,2026-06-01,35.89,226954
20206,2026-05-01,35.89,226954
20206,2026-07-01,35.89,226954
22939,2026-06-01,35.89,226954
22939,2026-07-01,35.89,226954
22939,2026-05-01,35.89,226954
32625,2026-06-01,35.89,226954
32625,2026-05-01,35.89,226954
32625,2026-07-01,35.89,226954
47243,2026-06-01,35.89,226954
47243,2026-05-01,35.89,226954
47243,2026-07-01,35.89,226954
49045,2026-07-01,35.89,226954
49045,2026-06-01,35.89,226954
49045,2026-05-01,35.89,226954
58996,2026-05-01,35.89,226954
58996,2026-07-01,35.89,226954
58996,2026-06-01,35.89,226954
71751,2026-06-01,35.89,226954
71751,2026-05-01,35.89,226954
71751,2026-07-01,35.89,226954
78328,2026-06-01,35.89,226954
78328,2026-05-01,35.89,226954
78328,2026-07-01,35.89,226954
83735,2026-07-01,35.89,226954
83735,2026-06-01,35.89,226954
83735,2026-05-01,35.89,226954
83949,2026-07-01,35.89,226954
83949,2026-05-01,35.89,226954
83949,2026-06-01,35.89,226954
84831,2026-07-01,35.89,226954
84831,2026-06-01,35.89,226954
84831,2026-05-01,35.89,226954
84951,2026-07-01,35.89,226954
84951,2026-05-01,35.89,226954
84951,2026-06-01,35.89,226954
85807,2026-05-01,35.89,226954
85807,2026-07-01,35.89,226954
85807,2026-06-01,35.89,226954
86457,2026-05-01,35.89,226954
86457,2026-06-01,35.89,226954
86457,2026-07-01,35.89,226954
92964,2026-05-01,35.89,226954
92964,2026-07-01,35.89,226954
92964,2026-06-01,35.89,226954
2729,2026-05-01,35.88,227008
2729,2026-07-01,35.88,227008
2729,2026-06-01,35.88,227008
4259,2026-07-01,35.88,227008
4259,2026-05-01,35.88,227008
4259,2026-06-01,35.88,227008
8748,2026-07-01,35.88,227008
8748,2026-05-01,35.88,227008
8748,2026-06-01,35.88,227008
9687,2026-06-01,35.88,227008
9687,2026-07-01,35.88,227008
9687,2026-05-01,35.88,227008
30746,2026-06-01,35.88,227008
30746,2026-05-01,35.88,227008
30746,2026-07-01,35.88,227008
34026,2026-06-01,35.88,227008
34026,2026-05-01,35.88,227008
34026,2026-07-01,35.88,227008
48887,2026-05-01,35.88,227008
48887,2026-06-01,35.88,227008
48887,2026-07-01,35.88,227008
54310,2026-05-01,35.88,227008
54310,2026-06-01,35.88,227008
54310,2026-07-01,35.88,227008
56253,2026-06-01,35.88,227008
56253,2026-07-01,35.88,227008
56253,2026-05-01,35.88,227008
65393,2026-07-01,35.88,227008
65393,2026-05-01,35.88,227008
65393,2026-06-01,35.88,227008
66966,2026-07-01,35.88,227008
66966,2026-06-01,35.88,227008
66966,2026-05-01,35.88,227008
69085,2026-06-01,35.88,227008
69085,2026-07-01,35.88,227008
69085,2026-05-01,35.88,227008
71400,2026-06-01,35.88,227008
71400,2026-07-01,35.88,227008
71400,2026-05-01,35.88,227008
71941,2026-05-01,35.88,227008
71941,2026-06-01,35.88,227008
71941,2026-07-01,35.88,227008
75329,2026-06-01,35.88,227008
75329,2026-05-01,35.88,227008
75329,2026-07-01,35.88,227008
78103,2026-06-01,35.88,227008
78103,2026-07-01,35.88,227008
78103,2026-05-01,35.88,227008
91698,2026-07-01,35.88,227008
91698,2026-06-01,35.88,227008
91698,2026-05-01,35.88,227008
94393,2026-05-01,35.88,227008
94393,2026-06-01,35.88,227008
94393,2026-07-01,35.88,227008
329,2026-05-01,35.87,227062
329,2026-06-01,35.87,227062
329,2026-07-01,35.87,227062
3902,2026-06-01,35.87,227062
3902,2026-05-01,35.87,227062
3902,2026-07-01,35.87,227062
12985,2026-07-01,35.87,227062
12985,2026-05-01,35.87,227062
12985,2026-06-01,35.87,227062
13173,2026-05-01,35.87,227062
13173,2026-07-01,35.87,227062
13173,2026-06-01,35.87,227062
13247,2026-06-01,35.87,227062
13247,2026-05-01,35.87,227062
13247,2026-07-01,35.87,227062
17895,2026-05-01,35.87,227062
17895,2026-07-01,35.87,227062
17895,2026-06-01,35.87,227062
18131,2026-06-01,35.87,227062
18131,2026-05-01,35.87,227062
18131,2026-07-01,35.87,227062
22053,2026-05-01,35.87,227062
22053,2026-06-01,35.87,227062
22053,2026-07-01,35.87,227062
27478,2026-05-01,35.87,227062
27478,2026-07-01,35.87,227062
27478,2026-06-01,35.87,227062
27889,2026-07-01,35.87,227062
27889,2026-06-01,35.87,227062
27889,2026-05-01,35.87,227062
29606,2026-07-01,35.87,227062
29606,2026-05-01,35.87,227062
29606,2026-06-01,35.87,227062
48402,2026-06-01,35.87,227062
48402,2026-05-01,35.87,227062
48402,2026-07-01,35.87,227062
56157,2026-07-01,35.87,227062
56157,2026-05-01,35.87,227062
56157,2026-06-01,35.87,227062
62357,2026-06-01,35.87,227062
62357,2026-05-01,35.87,227062
62357,2026-07-01,35.87,227062
79426,2026-06-01,35.87,227062
79426,2026-07-01,35.87,227062
79426,2026-05-01,35.87,227062
92793,2026-06-01,35.87,227062
92793,2026-07-01,35.87,227062
92793,2026-05-01,35.87,227062
93509,2026-07-01,35.87,227062
93509,2026-06-01,35.87,227062
93509,2026-05-01,35.87,227062
95062,2026-05-01,35.87,227062
95062,2026-07-01,35.87,227062
95062,2026-06-01,35.87,227062
7133,2026-05-01,35.86,227116
7133,2026-06-01,35.86,227116
7133,2026-07-01,35.86,227116
18058,2026-05-01,35.86,227116
18058,2026-06-01,35.86,227116
18058,2026-07-01,35.86,227116
18091,2026-06-01,35.86,227116
18091,2026-05-01,35.86,227116
18091,2026-07-01,35.86,227116
20338,2026-05-01,35.86,227116
20338,2026-06-01,35.86,227116
20338,2026-07-01,35.86,227116
22196,2026-05-01,35.86,227116
22196,2026-07-01,35.86,227116
22196,2026-06-01,35.86,227116
23852,2026-07-01,35.86,227116
23852,2026-05-01,35.86,227116
23852,2026-06-01,35.86,227116
28186,2026-06-01,35.86,227116
28186,2026-07-01,35.86,227116
28186,2026-05-01,35.86,227116
28646,2026-05-01,35.86,227116
28646,2026-07-01,35.86,227116
28646,2026-06-01,35.86,227116
29416,2026-07-01,35.86,227116
29416,2026-06-01,35.86,227116
29416,2026-05-01,35.86,227116
39571,2026-05-01,35.86,227116
39571,2026-07-01,35.86,227116
39571,2026-06-01,35.86,227116
40207,2026-07-01,35.86,227116
40207,2026-06-01,35.86,227116
40207,2026-05-01,35.86,227116
42882,2026-05-01,35.86,227116
42882,2026-06-01,35.86,227116
42882,2026-07-01,35.86,227116
45050,2026-07-01,35.86,227116
45050,2026-06-01,35.86,227116
45050,2026-05-01,35.86,227116
49312,2026-06-01,35.86,227116
49312,2026-05-01,35.86,227116
49312,2026-07-01,35.86,227116
52781,2026-05-01,35.86,227116
52781,2026-06-01,35.86,227116
52781,2026-07-01,35.86,227116
60689,2026-07-01,35.86,227116
60689,2026-05-01,35.86,227116
60689,2026-06-01,35.86,227116
63112,2026-05-01,35.86,227116
63112,2026-07-01,35.86,227116
63112,2026-06-01,35.86,227116
64097,2026-06-01,35.86,227116
64097,2026-05-01,35.86,227116
64097,2026-07-01,35.86,227116
73933,2026-06-01,35.86,227116
73933,2026-05-01,35.86,227116
73933,2026-07-01,35.86,227116
78079,2026-07-01,35.86,227116
78079,2026-06-01,35.86,227116
78079,2026-05-01,35.86,227116
82035,2026-05-01,35.86,227116
82035,2026-07-01,35.86,227116
82035,2026-06-01,35.86,227116
82943,2026-05-01,35.86,227116
82943,2026-06-01,35.86,227116
82943,2026-07-01,35.86,227116
83462,2026-06-01,35.86,227116
83462,2026-07-01,35.86,227116
83462,2026-05-01,35.86,227116
90122,2026-05-01,35.86,227116
90122,2026-06-01,35.86,227116
90122,2026-07-01,35.86,227116
95073,2026-05-01,35.86,227116
95073,2026-07-01,35.86,227116
95073,2026-06-01,35.86,227116
1347,2026-06-01,35.84,227191
1347,2026-05-01,35.84,227191
1347,2026-07-01,35.84,227191
1987,2026-05-01,35.84,227191
1987,2026-07-01,35.84,227191
1987,2026-06-01,35.84,227191
2630,2026-05-01,35.84,227191
2630,2026-06-01,35.84,227191
2630,2026-07-01,35.84,227191
7523,2026-06-01,35.84,227191
7523,2026-05-01,35.84,227191
7523,2026-07-01,35.84,227191
8664,2026-05-01,35.84,227191
8664,2026-06-01,35.84,227191
8664,2026-07-01,35.84,227191
12702,2026-07-01,35.84,227191
12702,2026-06-01,35.84,227191
12702,2026-05-01,35.84,227191
33007,2026-06-01,35.84,227191
33007,2026-07-01,35.84,227191
33007,2026-05-01,35.84,227191
39482,2026-07-01,35.84,227191
39482,2026-06-01,35.84,227191
39482,2026-05-01,35.84,227191
46873,2026-06-01,35.84,227191
46873,2026-05-01,35.84,227191
46873,2026-07-01,35.84,227191
51066,2026-05-01,35.84,227191
51066,2026-07-01,35.84,227191
51066,2026-06-01,35.84,227191
53046,2026-07-01,35.84,227191
53046,2026-05-01,35.84,227191
53046,2026-06-01,35.84,227191
53562,2026-05-01,35.84,227191
53562,2026-06-01,35.84,227191
53562,2026-07-01,35.84,227191
53910,2026-05-01,35.84,227191
53910,2026-06-01,35.84,227191
53910,2026-07-01,35.84,227191
56781,2026-07-01,35.84,227191
56781,2026-05-01,35.84,227191
56781,2026-06-01,35.84,227191
56784,2026-05-01,35.84,227191
56784,2026-07-01,35.84,227191
56784,2026-06-01,35.84,227191
61014,2026-05-01,35.84,227191
61014,2026-07-01,35.84,227191
61014,2026-06-01,35.84,227191
66378,2026-07-01,35.84,227191
66378,2026-06-01,35.84,227191
66378,2026-05-01,35.84,227191
70791,2026-06-01,35.84,227191
70791,2026-05-01,35.84,227191
70791,2026-07-01,35.84,227191
80507,2026-05-01,35.84,227191
80507,2026-07-01,35.84,227191
80507,2026-06-01,35.84,227191
88006,2026-05-01,35.84,227191
88006,2026-06-01,35.84,227191
88006,2026-07-01,35.84,227191
92573,2026-06-01,35.84,227191
92573,2026-07-01,35.84,227191
92573,2026-05-01,35.84,227191
95575,2026-06-01,35.84,227191
95575,2026-05-01,35.84,227191
95575,2026-07-01,35.84,227191
2102,2026-07-01,35.83,227257
2102,2026-06-01,35.83,227257
2102,2026-05-01,35.83,227257
2111,2026-07-01,35.83,227257
2111,2026-06-01,35.83,227257
2111,2026-05-01,35.83,227257
3075,2026-07-01,35.83,227257
3075,2026-06-01,35.83,227257
3075,2026-05-01,35.83,227257
20604,2026-05-01,35.83,227257
20604,2026-06-01,35.83,227257
20604,2026-07-01,35.83,227257
21367,2026-05-01,35.83,227257
21367,2026-07-01,35.83,227257
21367,2026-06-01,35.83,227257
23847,2026-05-01,35.83,227257
23847,2026-07-01,35.83,227257
23847,2026-06-01,35.83,227257
25586,2026-06-01,35.83,227257
25586,2026-05-01,35.83,227257
25586,2026-07-01,35.83,227257
27708,2026-06-01,35.83,227257
27708,2026-05-01,35.83,227257
27708,2026-07-01,35.83,227257
33802,2026-06-01,35.83,227257
33802,2026-05-01,35.83,227257
33802,2026-07-01,35.83,227257
44647,2026-06-01,35.83,227257
44647,2026-07-01,35.83,227257
44647,2026-05-01,35.83,227257
49487,2026-07-01,35.83,227257
49487,2026-06-01,35.83,227257
49487,2026-05-01,35.83,227257
51142,2026-07-01,35.83,227257
51142,2026-06-01,35.83,227257
51142,2026-05-01,35.83,227257
63746,2026-06-01,35.83,227257
63746,2026-07-01,35.83,227257
63746,2026-05-01,35.83,227257
66406,2026-07-01,35.83,227257
66406,2026-05-01,35.83,227257
66406,2026-06-01,35.83,227257
78951,2026-05-01,35.83,227257
78951,2026-06-01,35.83,227257
78951,2026-07-01,35.83,227257
79748,2026-05-01,35.83,227257
79748,2026-07-01,35.83,227257
79748,2026-06-01,35.83,227257
79907,2026-05-01,35.83,227257
79907,2026-07-01,35.83,227257
79907,2026-06-01,35.83,227257
2870,2026-05-01,35.82,227308
2870,2026-07-01,35.82,227308
2870,2026-06-01,35.82,227308
5023,2026-05-01,35.82,227308
5023,2026-07-01,35.82,227308
5023,2026-06-01,35.82,227308
17359,2026-05-01,35.82,227308
17359,2026-07-01,35.82,227308
17359,2026-06-01,35.82,227308
21309,2026-06-01,35.82,227308
21309,2026-07-01,35.82,227308
21309,2026-05-01,35.82,227308
25241,2026-07-01,35.82,227308
25241,2026-05-01,35.82,227308
25241,2026-06-01,35.82,227308
36497,2026-06-01,35.82,227308
36497,2026-05-01,35.82,227308
36497,2026-07-01,35.82,227308
39820,2026-05-01,35.82,227308
39820,2026-06-01,35.82,227308
39820,2026-07-01,35.82,227308
41050,2026-07-01,35.82,227308
41050,2026-05-01,35.82,227308
41050,2026-06-01,35.82,227308
60105,2026-06-01,35.82,227308
60105,2026-05-01,35.82,227308
60105,2026-07-01,35.82,227308
67256,2026-06-01,35.82,227308
67256,2026-05-01,35.82,227308
67256,2026-07-01,35.82,227308
71045,2026-06-01,35.82,227308
71045,2026-07-01,35.82,227308
71045,2026-05-01,35.82,227308
73737,2026-06-01,35.82,227308
73737,2026-07-01,35.82,227308
73737,2026-05-01,35.82,227308
85275,2026-07-01,35.82,227308
85275,2026-05-01,35.82,227308
85275,2026-06-01,35.82,227308
85893,2026-05-01,35.82,227308
85893,2026-06-01,35.82,227308
85893,2026-07-01,35.82,227308
91044,2026-07-01,35.82,227308
91044,2026-05-01,35.82,227308
91044,2026-06-01,35.82,227308
91980,2026-05-01,35.82,227308
91980,2026-07-01,35.82,227308
91980,2026-06-01,35.82,227308
93138,2026-07-01,35.82,227308
93138,2026-05-01,35.82,227308
93138,2026-06-01,35.82,227308
96360,2026-05-01,35.82,227308
96360,2026-06-01,35.82,227308
96360,2026-07-01,35.82,227308
723,2026-06-01,35.81,227362
723,2026-05-01,35.81,227362
723,2026-07-01,35.81,227362
2675,2026-06-01,35.81,227362
2675,2026-07-01,35.81,227362
2675,2026-05-01,35.81,227362
12376,2026-06-01,35.81,227362
12376,2026-05-01,35.81,227362
12376,2026-07-01,35.81,227362
17791,2026-05-01,35.81,227362
17791,2026-07-01,35.81,227362
17791,2026-06-01,35.81,227362
23095,2026-06-01,35.81,227362
23095,2026-05-01,35.81,227362
23095,2026-07-01,35.81,227362
30538,2026-06-01,35.81,227362
30538,2026-07-01,35.81,227362
30538,2026-05-01,35.81,227362
31631,2026-07-01,35.81,227362
31631,2026-06-01,35.81,227362
31631,2026-05-01,35.81,227362
35035,2026-05-01,35.81,227362
35035,2026-07-01,35.81,227362
35035,2026-06-01,35.81,227362
51163,2026-07-01,35.81,227362
51163,2026-06-01,35.81,227362
51163,2026-05-01,35.81,227362
52574,2026-07-01,35.81,227362
52574,2026-05-01,35.81,227362
52574,2026-06-01,35.81,227362
59115,2026-07-01,35.81,227362
59115,2026-06-01,35.81,227362
59115,2026-05-01,35.81,227362
63297,2026-06-01,35.81,227362
63297,2026-05-01,35.81,227362
63297,2026-07-01,35.81,227362
79728,2026-05-01,35.81,227362
79728,2026-06-01,35.81,227362
79728,2026-07-01,35.81,227362
80482,2026-07-01,35.81,227362
80482,2026-06-01,35.81,227362
80482,2026-05-01,35.81,227362
84917,2026-07-01,35.81,227362
84917,2026-05-01,35.81,227362
84917,2026-06-01,35.81,227362
88568,2026-05-01,35.81,227362
88568,2026-06-01,35.81,227362
88568,2026-07-01,35.81,227362
90518,2026-07-01,35.81,227362
90518,2026-06-01,35.81,227362
90518,2026-05-01,35.81,227362
96607,2026-06-01,35.81,227362
96607,2026-07-01,35.81,227362
96607,2026-05-01,35.81,227362
8292,2026-06-01,35.80,227416
8292,2026-07-01,35.80,227416
8292,2026-05-01,35.80,227416
8931,2026-05-01,35.80,227416
8931,2026-07-01,35.80,227416
8931,2026-06-01,35.80,227416
9531,2026-05-01,35.80,227416
9531,2026-07-01,35.80,227416
9531,2026-06-01,35.80,227416
18521,2026-06-01,35.80,227416
18521,2026-05-01,35.80,227416
18521,2026-07-01,35.80,227416
18882,2026-06-01,35.80,227416
18882,2026-05-01,35.80,227416
18882,2026-07-01,35.80,227416
34626,2026-07-01,35.80,227416
34626,2026-05-01,35.80,227416
34626,2026-06-01,35.80,227416
39673,2026-06-01,35.80,227416
39673,2026-05-01,35.80,227416
39673,2026-07-01,35.80,227416
44956,2026-05-01,35.80,227416
44956,2026-07-01,35.80,227416
44956,2026-06-01,35.80,227416
51563,2026-06-01,35.80,227416
51563,2026-07-01,35.80,227416
51563,2026-05-01,35.80,227416
56294,2026-05-01,35.80,227416
56294,2026-06-01,35.80,227416
56294,2026-07-01,35.80,227416
60736,2026-06-01,35.80,227416
60736,2026-07-01,35.80,227416
60736,2026-05-01,35.80,227416
67364,2026-06-01,35.80,227416
67364,2026-07-01,35.80,227416
67364,2026-05-01,35.80,227416
68959,2026-07-01,35.80,227416
68959,2026-05-01,35.80,227416
68959,2026-06-01,35.80,227416
72108,2026-05-01,35.80,227416
72108,2026-06-01,35.80,227416
72108,2026-07-01,35.80,227416
90912,2026-05-01,35.80,227416
90912,2026-06-01,35.80,227416
90912,2026-07-01,35.80,227416
97914,2026-06-01,35.80,227416
97914,2026-05-01,35.80,227416
97914,2026-07-01,35.80,227416
98071,2026-07-01,35.80,227416
98071,2026-05-01,35.80,227416
98071,2026-06-01,35.80,227416
99788,2026-07-01,35.80,227416
99788,2026-05-01,35.80,227416
99788,2026-06-01,35.80,227416
4066,2026-06-01,35.79,227470
4066,2026-07-01,35.79,227470
4066,2026-05-01,35.79,227470
21095,2026-07-01,35.79,227470
21095,2026-05-01,35.79,227470
21095,2026-06-01,35.79,227470
23428,2026-06-01,35.79,227470
23428,2026-07-01,35.79,227470
23428,2026-05-01,35.79,227470
29976,2026-06-01,35.79,227470
29976,2026-07-01,35.79,227470
29976,2026-05-01,35.79,227470
34157,2026-06-01,35.79,227470
34157,2026-05-01,35.79,227470
34157,2026-07-01,35.79,227470
55081,2026-07-01,35.79,227470
55081,2026-06-01,35.79,227470
55081,2026-05-01,35.79,227470
69460,2026-07-01,35.79,227470
69460,2026-06-01,35.79,227470
69460,2026-05-01,35.79,227470
72446,2026-07-01,35.79,227470
72446,2026-06-01,35.79,227470
72446,2026-05-01,35.79,227470
88401,2026-07-01,35.79,227470
88401,2026-06-01,35.79,227470
88401,2026-05-01,35.79,227470
91252,2026-06-01,35.79,227470
91252,2026-05-01,35.79,227470
91252,2026-07-01,35.79,227470
4773,2026-07-01,35.78,227500
4773,2026-06-01,35.78,227500
4773,2026-05-01,35.78,227500
7811,2026-05-01,35.78,227500
7811,2026-06-01,35.78,227500
7811,2026-07-01,35.78,227500
11824,2026-05-01,35.78,227500
11824,2026-06-01,35.78,227500
11824,2026-07-01,35.78,227500
16763,2026-05-01,35.78,227500
16763,2026-06-01,35.78,227500
16763,2026-07-01,35.78,227500
27387,2026-05-01,35.78,227500
27387,2026-07-01,35.78,227500
27387,2026-06-01,35.78,227500
28011,2026-06-01,35.78,227500
28011,2026-05-01,35.78,227500
28011,2026-07-01,35.78,227500
47368,2026-07-01,35.78,227500
47368,2026-05-01,35.78,227500
47368,2026-06-01,35.78,227500
50141,2026-06-01,35.78,227500
50141,2026-07-01,35.78,227500
50141,2026-05-01,35.78,227500
53152,2026-05-01,35.78,227500
53152,2026-06-01,35.78,227500
53152,2026-07-01,35.78,227500
68215,2026-06-01,35.78,227500
68215,2026-05-01,35.78,227500
68215,2026-07-01,35.78,227500
71495,2026-06-01,35.78,227500
71495,2026-07-01,35.78,227500
71495,2026-05-01,35.78,227500
78705,2026-07-01,35.78,227500
78705,2026-06-01,35.78,227500
78705,2026-05-01,35.78,227500
82578,2026-05-01,35.78,227500
82578,2026-07-01,35.78,227500
82578,2026-06-01,35.78,227500
91000,2026-07-01,35.78,227500
91000,2026-06-01,35.78,227500
91000,2026-05-01,35.78,227500
92657,2026-06-01,35.78,227500
92657,2026-05-01,35.78,227500
92657,2026-07-01,35.78,227500
14295,2026-06-01,35.77,227545
14295,2026-05-01,35.77,227545
14295,2026-07-01,35.77,227545
21294,2026-07-01,35.77,227545
21294,2026-05-01,35.77,227545
21294,2026-06-01,35.77,227545
26547,2026-07-01,35.77,227545
26547,2026-05-01,35.77,227545
26547,2026-06-01,35.77,227545
26808,2026-06-01,35.77,227545
26808,2026-05-01,35.77,227545
26808,2026-07-01,35.77,227545
29542,2026-07-01,35.77,227545
29542,2026-06-01,35.77,227545
29542,2026-05-01,35.77,227545
32992,2026-06-01,35.77,227545
32992,2026-07-01,35.77,227545
32992,2026-05-01,35.77,227545
44689,2026-07-01,35.77,227545
44689,2026-05-01,35.77,227545
44689,2026-06-01,35.77,227545
45870,2026-06-01,35.77,227545
45870,2026-05-01,35.77,227545
45870,2026-07-01,35.77,227545
49539,2026-07-01,35.77,227545
49539,2026-05-01,35.77,227545
49539,2026-06-01,35.77,227545
62831,2026-07-01,35.77,227545
62831,2026-05-01,35.77,227545
62831,2026-06-01,35.77,227545
63376,2026-07-01,35.77,227545
63376,2026-06-01,35.77,227545
63376,2026-05-01,35.77,227545
66595,2026-05-01,35.77,227545
66595,2026-07-01,35.77,227545
66595,2026-06-01,35.77,227545
66863,2026-05-01,35.77,227545
66863,2026-06-01,35.77,227545
66863,2026-07-01,35.77,227545
77610,2026-05-01,35.77,227545
77610,2026-07-01,35.77,227545
77610,2026-06-01,35.77,227545
85671,2026-06-01,35.77,227545
85671,2026-05-01,35.77,227545
85671,2026-07-01,35.77,227545
9607,2026-06-01,35.76,227590
9607,2026-05-01,35.76,227590
9607,2026-07-01,35.76,227590
10715,2026-07-01,35.76,227590
10715,2026-06-01,35.76,227590
10715,2026-05-01,35.76,227590
11996,2026-07-01,35.76,227590
11996,2026-06-01,35.76,227590
11996,2026-05-01,35.76,227590
13591,2026-05-01,35.76,227590
13591,2026-07-01,35.76,227590
13591,2026-06-01,35.76,227590
13720,2026-06-01,35.76,227590
13720,2026-07-01,35.76,227590
13720,2026-05-01,35.76,227590
27589,2026-07-01,35.76,227590
27589,2026-06-01,35.76,227590
27589,2026-05-01,35.76,227590
30068,2026-05-01,35.76,227590
30068,2026-06-01,35.76,227590
30068,2026-07-01,35.76,227590
32617,2026-06-01,35.76,227590
32617,2026-05-01,35.76,227590
32617,2026-07-01,35.76,227590
36650,2026-06-01,35.76,227590
36650,2026-07-01,35.76,227590
36650,2026-05-01,35.76,227590
37331,2026-07-01,35.76,227590
37331,2026-05-01,35.76,227590
37331,2026-06-01,35.76,227590
41908,2026-06-01,35.76,227590
41908,2026-07-01,35.76,227590
41908,2026-05-01,35.76,227590
44394,2026-06-01,35.76,227590
44394,2026-07-01,35.76,227590
44394,2026-05-01,35.76,227590
51257,2026-07-01,35.76,227590
51257,2026-06-01,35.76,227590
51257,2026-05-01,35.76,227590
52017,2026-05-01,35.76,227590
52017,2026-07-01,35.76,227590
52017,2026-06-01,35.76,227590
54146,2026-05-01,35.76,227590
54146,2026-07-01,35.76,227590
54146,2026-06-01,35.76,227590
56189,2026-07-01,35.76,227590
56189,2026-06-01,35.76,227590
56189,2026-05-01,35.76,227590
62182,2026-07-01,35.76,227590
62182,2026-06-01,35.76,227590
62182,2026-05-01,35.76,227590
62929,2026-06-01,35.76,227590
62929,2026-07-01,35.76,227590
62929,2026-05-01,35.76,227590
65522,2026-07-01,35.76,227590
65522,2026-06-01,35.76,227590
65522,2026-05-01,35.76,227590
82520,2026-06-01,35.76,227590
82520,2026-07-01,35.76,227590
82520,2026-05-01,35.76,227590
88200,2026-05-01,35.76,227590
88200,2026-06-01,35.76,227590
88200,2026-07-01,35.76,227590
95603,2026-05-01,35.76,227590
95603,2026-07-01,35.76,227590
95603,2026-06-01,35.76,227590
95672,2026-06-01,35.76,227590
95672,2026-05-01,35.76,227590
95672,2026-07-01,35.76,227590
12580,2026-05-01,35.75,227659
12580,2026-07-01,35.75,227659
12580,2026-06-01,35.75,227659
16118,2026-05-01,35.75,227659
16118,2026-07-01,35.75,227659
16118,2026-06-01,35.75,227659
21618,2026-06-01,35.75,227659
21618,2026-07-01,35.75,227659
21618,2026-05-01,35.75,227659
28982,2026-05-01,35.75,227659
28982,2026-07-01,35.75,227659
28982,2026-06-01,35.75,227659
32672,2026-07-01,35.75,227659
32672,2026-06-01,35.75,227659
32672,2026-05-01,35.75,227659
38048,2026-05-01,35.75,227659
38048,2026-06-01,35.75,227659
38048,2026-07-01,35.75,227659
38724,2026-06-01,35.75,227659
38724,2026-05-01,35.75,227659
38724,2026-07-01,35.75,227659
62605,2026-06-01,35.75,227659
62605,2026-07-01,35.75,227659
62605,2026-05-01,35.75,227659
65853,2026-05-01,35.75,227659
65853,2026-07-01,35.75,227659
65853,2026-06-01,35.75,227659
69325,2026-06-01,35.75,227659
69325,2026-07-01,35.75,227659
69325,2026-05-01,35.75,227659
77705,2026-05-01,35.75,227659
77705,2026-06-01,35.75,227659
77705,2026-07-01,35.75,227659
77810,2026-05-01,35.75,227659
77810,2026-06-01,35.75,227659
77810,2026-07-01,35.75,227659
79104,2026-07-01,35.75,227659
79104,2026-05-01,35.75,227659
