customerid,paymentdate,payment,runningtotal
97718,2026-07-05,30.87,16218978.66
97719,2026-07-05,40.16,16218978.66
97720,2026-07-05,24.74,16218978.66
97722,2026-07-05,37.13,16218978.66
97724,2026-07-05,123.33,16218978.66
97727,2026-07-05,85.70,16218978.66
97730,2026-07-05,47.98,16218978.66
97731,2026-07-05,25.10,16218978.66
97732,2026-07-05,149.94,16218978.66
97737,2026-07-05,75.35,16218978.66
97739,2026-07-05,62.92,16218978.66
97745,2026-07-05,42.65,16218978.66
97746,2026-07-05,31.29,16218978.66
97748,2026-07-05,54.85,16218978.66
97750,2026-07-05,45.99,16218978.66
97751,2026-07-05,80.36,16218978.66
97753,2026-07-05,59.27,16218978.66
97754,2026-07-05,40.88,16218978.66
97755,2026-07-05,34.30,16218978.66
97756,2026-07-05,61.41,16218978.66
97757,2026-07-05,158.66,16218978.66
97758,2026-07-05,68.55,16218978.66
97759,2026-07-05,125.87,16218978.66
97760,2026-07-05,21.99,16218978.66
97764,2026-07-05,119.51,16218978.66
97767,2026-07-05,38.63,16218978.66
97768,2026-07-05,55.98,16218978.66
97774,2026-07-05,29.93,16218978.66
97775,2026-07-05,47.73,16218978.66
97777,2026-07-05,39.85,16218978.66
97780,2026-07-05,22.88,16218978.66
97783,2026-07-05,82.19,16218978.66
97784,2026-07-05,37.88,16218978.66
97786,2026-07-05,29.19,16218978.66
97790,2026-07-05,22.38,16218978.66
97792,2026-07-05,26.14,16218978.66
97794,2026-07-05,27.77,16218978.66
97803,2026-07-05,84.88,16218978.66
97806,2026-07-05,130.89,16218978.66
97807,2026-07-05,56.24,16218978.66
97808,2026-07-05,158.15,16218978.66
97810,2026-07-05,74.09,16218978.66
97812,2026-07-05,28.07,16218978.66
97820,2026-07-05,113.42,16218978.66
97826,2026-07-05,42.68,16218978.66
97829,2026-07-05,68.64,16218978.66
97832,2026-07-05,26.53,16218978.66
97833,2026-07-05,69.05,16218978.66
97836,2026-07-05,114.99,16218978.66
97839,2026-07-05,87.73,16218978.66
97841,2026-07-05,41.54,16218978.66
97842,2026-07-05,117.29,16218978.66
97844,2026-07-05,121.28,16218978.66
97845,2026-07-05,82.72,16218978.66
97846,2026-07-05,70.90,16218978.66
97848,2026-07-05,75.98,16218978.66
97849,2026-07-05,30.23,16218978.66
97850,2026-07-05,71.91,16218978.66
97853,2026-07-05,64.65,16218978.66
97855,2026-07-05,64.47,16218978.66
97859,2026-07-05,43.61,16218978.66
97860,2026-07-05,58.75,16218978.66
97861,2026-07-05,33.48,16218978.66
97862,2026-07-05,28.72,16218978.66
97863,2026-07-05,22.69,16218978.66
97864,2026-07-05,30.03,16218978.66
97870,2026-07-05,43.34,16218978.66
97873,2026-07-05,35.28,16218978.66
97875,2026-07-05,31.54,16218978.66
97876,2026-07-05,67.34,16218978.66
97878,2026-07-05,42.48,16218978.66
97879,2026-07-05,27.43,16218978.66
97880,2026-07-05,25.90,16218978.66
97881,2026-07-05,57.52,16218978.66
97885,2026-07-05,27.08,16218978.66
97887,2026-07-05,109.45,16218978.66
97890,2026-07-05,86.07,16218978.66
97892,2026-07-05,62.18,16218978.66
97894,2026-07-05,63.42,16218978.66
97896,2026-07-05,31.64,16218978.66
97898,2026-07-05,43.68,16218978.66
97899,2026-07-05,27.65,16218978.66
97900,2026-07-05,23.18,16218978.66
97901,2026-07-05,76.95,16218978.66
97902,2026-07-05,38.77,16218978.66
97904,2026-07-05,74.60,16218978.66
97908,2026-07-05,32.11,16218978.66
97911,2026-07-05,105.53,16218978.66
97912,2026-07-05,27.60,16218978.66
97913,2026-07-05,132.64,16218978.66
97914,2026-07-05,35.80,16218978.66
97916,2026-07-05,47.98,16218978.66
97917,2026-07-05,68.04,16218978.66
97924,2026-07-05,63.31,16218978.66
97925,2026-07-05,31.19,16218978.66
97927,2026-07-05,31.64,16218978.66
97930,2026-07-05,53.83,16218978.66
97931,2026-07-05,73.63,16218978.66
97932,2026-07-05,21.67,16218978.66
97933,2026-07-05,155.80,16218978.66
97934,2026-07-05,83.07,16218978.66
97936,2026-07-05,23.56,16218978.66
97937,2026-07-05,55.78,16218978.66
97938,2026-07-05,62.63,16218978.66
97939,2026-07-05,110.70,16218978.66
97940,2026-07-05,28.53,16218978.66
97941,2026-07-05,43.52,16218978.66
97944,2026-07-05,23.23,16218978.66
97946,2026-07-05,74.79,16218978.66
97947,2026-07-05,30.43,16218978.66
97951,2026-07-05,59.04,16218978.66
97952,2026-07-05,157.62,16218978.66
97954,2026-07-05,61.29,16218978.66
97958,2026-07-05,37.47,16218978.66
97959,2026-07-05,86.87,16218978.66
97963,2026-07-05,45.79,16218978.66
97965,2026-07-05,74.10,16218978.66
97968,2026-07-05,34.03,16218978.66
97969,2026-07-05,25.95,16218978.66
97973,2026-07-05,77.48,16218978.66
97974,2026-07-05,128.46,16218978.66
97980,2026-07-05,80.67,16218978.66
97984,2026-07-05,56.12,16218978.66
97985,2026-07-05,27.20,16218978.66
97986,2026-07-05,131.77,16218978.66
97988,2026-07-05,83.46,16218978.66
97989,2026-07-05,22.99,16218978.66
97990,2026-07-05,28.91,16218978.66
97991,2026-07-05,73.00,16218978.66
97995,2026-07-05,54.32,16218978.66
97996,2026-07-05,29.97,16218978.66
97997,2026-07-05,68.82,16218978.66
97999,2026-07-05,47.47,16218978.66
98001,2026-07-05,30.50,16218978.66
98005,2026-07-05,82.60,16218978.66
98006,2026-07-05,83.14,16218978.66
98010,2026-07-05,34.64,16218978.66
98012,2026-07-05,22.21,16218978.66
98017,2026-07-05,62.28,16218978.66
98020,2026-07-05,44.36,16218978.66
98024,2026-07-05,32.36,16218978.66
98026,2026-07-05,29.86,16218978.66
98028,2026-07-05,22.33,16218978.66
98029,2026-07-05,69.60,16218978.66
98032,2026-07-05,57.45,16218978.66
98036,2026-07-05,39.66,16218978.66
98039,2026-07-05,56.77,16218978.66
98040,2026-07-05,136.70,16218978.66
98041,2026-07-05,63.04,16218978.66
98042,2026-07-05,23.09,16218978.66
98044,2026-07-05,80.26,16218978.66
98046,2026-07-05,34.44,16218978.66
98048,2026-07-05,25.99,16218978.66
98050,2026-07-05,41.86,16218978.66
98053,2026-07-05,46.04,16218978.66
98056,2026-07-05,88.41,16218978.66
98057,2026-07-05,30.29,16218978.66
98058,2026-07-05,34.78,16218978.66
98066,2026-07-05,33.69,16218978.66
98068,2026-07-05,61.77,16218978.66
98069,2026-07-05,75.76,16218978.66
98070,2026-07-05,63.16,16218978.66
98072,2026-07-05,77.25,16218978.66
98073,2026-07-05,82.32,16218978.66
98074,2026-07-05,82.44,16218978.66
98075,2026-07-05,27.39,16218978.66
98077,2026-07-05,29.71,16218978.66
98078,2026-07-05,157.56,16218978.66
98079,2026-07-05,68.46,16218978.66
98080,2026-07-05,42.92,16218978.66
98082,2026-07-05,109.66,16218978.66
98084,2026-07-05,65.74,16218978.66
98087,2026-07-05,89.53,16218978.66
98090,2026-07-05,127.50,16218978.66
98093,2026-07-05,80.44,16218978.66
98096,2026-07-05,34.06,16218978.66
98101,2026-07-05,117.45,16218978.66
98103,2026-07-05,28.03,16218978.66
98106,2026-07-05,84.69,16218978.66
98110,2026-07-05,145.35,16218978.66
98113,2026-07-05,102.47,16218978.66
98116,2026-07-05,79.42,16218978.66
98117,2026-07-05,38.23,16218978.66
98121,2026-07-05,118.68,16218978.66
98126,2026-07-05,56.04,16218978.66
98128,2026-07-05,63.15,16218978.66
98129,2026-07-05,123.34,16218978.66
98130,2026-07-05,37.74,16218978.66
98131,2026-07-05,47.22,16218978.66
98133,2026-07-05,33.21,16218978.66
98138,2026-07-05,23.94,16218978.66
98139,2026-07-05,41.66,16218978.66
98140,2026-07-05,146.50,16218978.66
98143,2026-07-05,83.97,16218978.66
98146,2026-07-05,39.98,16218978.66
98147,2026-07-05,60.38,16218978.66
98148,2026-07-05,87.00,16218978.66
98157,2026-07-05,27.00,16218978.66
98158,2026-07-05,40.61,16218978.66
98164,2026-07-05,30.46,16218978.66
98171,2026-07-05,78.50,16218978.66
98174,2026-07-05,24.36,16218978.66
98175,2026-07-05,43.11,16218978.66
98176,2026-07-05,36.81,16218978.66
98177,2026-07-05,106.49,16218978.66
98181,2026-07-05,54.16,16218978.66
98186,2026-07-05,31.09,16218978.66
98187,2026-07-05,88.51,16218978.66
98190,2026-07-05,77.87,16218978.66
98194,2026-07-05,38.20,16218978.66
98195,2026-07-05,24.00,16218978.66
98197,2026-07-05,63.07,16218978.66
98200,2026-07-05,38.94,16218978.66
98204,2026-07-05,143.22,16218978.66
98205,2026-07-05,58.66,16218978.66
98206,2026-07-05,33.87,16218978.66
98208,2026-07-05,57.20,16218978.66
98210,2026-07-05,66.52,16218978.66
98211,2026-07-05,27.53,16218978.66
98212,2026-07-05,35.18,16218978.66
98213,2026-07-05,39.18,16218978.66
98214,2026-07-05,38.70,16218978.66
98216,2026-07-05,40.26,16218978.66
98217,2026-07-05,56.98,16218978.66
98219,2026-07-05,35.14,16218978.66
98220,2026-07-05,87.76,16218978.66
98222,2026-07-05,85.28,16218978.66
98223,2026-07-05,42.79,16218978.66
98224,2026-07-05,56.61,16218978.66
98226,2026-07-05,146.19,16218978.66
98227,2026-07-05,67.35,16218978.66
98228,2026-07-05,26.01,16218978.66
98230,2026-07-05,46.33,16218978.66
98236,2026-07-05,63.99,16218978.66
98240,2026-07-05,136.09,16218978.66
98241,2026-07-05,87.78,16218978.66
98242,2026-07-05,60.73,16218978.66
98245,2026-07-05,117.74,16218978.66
98247,2026-07-05,40.92,16218978.66
98248,2026-07-05,62.28,16218978.66
98250,2026-07-05,55.53,16218978.66
98251,2026-07-05,145.76,16218978.66
98252,2026-07-05,68.53,16218978.66
98253,2026-07-05,65.92,16218978.66
98254,2026-07-05,33.42,16218978.66
98255,2026-07-05,24.00,16218978.66
98256,2026-07-05,89.17,16218978.66
98260,2026-07-05,117.29,16218978.66
98261,2026-07-05,21.73,16218978.66
98262,2026-07-05,58.33,16218978.66
98263,2026-07-05,38.96,16218978.66
98265,2026-07-05,138.89,16218978.66
98268,2026-07-05,44.84,16218978.66
98269,2026-07-05,29.38,16218978.66
98270,2026-07-05,111.68,16218978.66
98271,2026-07-05,29.65,16218978.66
98273,2026-07-05,59.42,16218978.66
98275,2026-07-05,30.16,16218978.66
98280,2026-07-05,28.59,16218978.66
98282,2026-07-05,64.33,16218978.66
98290,2026-07-05,46.61,16218978.66
98294,2026-07-05,45.31,16218978.66
98295,2026-07-05,64.04,16218978.66
98298,2026-07-05,54.61,16218978.66
98299,2026-07-05,85.61,16218978.66
98300,2026-07-05,122.30,16218978.66
98301,2026-07-05,39.81,16218978.66
98309,2026-07-05,26.93,16218978.66
98312,2026-07-05,148.74,16218978.66
98316,2026-07-05,41.40,16218978.66
98317,2026-07-05,45.67,16218978.66
98318,2026-07-05,149.58,16218978.66
98319,2026-07-05,21.72,16218978.66
98325,2026-07-05,76.76,16218978.66
98327,2026-07-05,88.46,16218978.66
98328,2026-07-05,54.66,16218978.66
98331,2026-07-05,28.92,16218978.66
98336,2026-07-05,29.56,16218978.66
98339,2026-07-05,84.86,16218978.66
98342,2026-07-05,73.70,16218978.66
98343,2026-07-05,122.76,16218978.66
98344,2026-07-05,82.71,16218978.66
98345,2026-07-05,21.97,16218978.66
98347,2026-07-05,40.04,16218978.66
98348,2026-07-05,24.92,16218978.66
98353,2026-07-05,63.84,16218978.66
98355,2026-07-05,69.50,16218978.66
98356,2026-07-05,34.18,16218978.66
98358,2026-07-05,149.92,16218978.66
98359,2026-07-05,114.56,16218978.66
98360,2026-07-05,85.93,16218978.66
98363,2026-07-05,29.20,16218978.66
98367,2026-07-05,36.24,16218978.66
98368,2026-07-05,27.25,16218978.66
98369,2026-07-05,28.29,16218978.66
98372,2026-07-05,55.61,16218978.66
98374,2026-07-05,86.64,16218978.66
98376,2026-07-05,37.24,16218978.66
98378,2026-07-05,96.55,16218978.66
98379,2026-07-05,25.38,16218978.66
98382,2026-07-05,146.66,16218978.66
98383,2026-07-05,44.20,16218978.66
98384,2026-07-05,58.08,16218978.66
98385,2026-07-05,130.05,16218978.66
98386,2026-07-05,62.22,16218978.66
98388,2026-07-05,27.09,16218978.66
98389,2026-07-05,23.72,16218978.66
98391,2026-07-05,44.37,16218978.66
98399,2026-07-05,84.05,16218978.66
98400,2026-07-05,148.41,16218978.66
98401,2026-07-05,47.98,16218978.66
98404,2026-07-05,83.86,16218978.66
98406,2026-07-05,37.79,16218978.66
98409,2026-07-05,82.09,16218978.66
98412,2026-07-05,136.60,16218978.66
98414,2026-07-05,57.63,16218978.66
98415,2026-07-05,48.11,16218978.66
98416,2026-07-05,44.38,16218978.66
98429,2026-07-05,124.92,16218978.66
98430,2026-07-05,30.57,16218978.66
98432,2026-07-05,35.38,16218978.66
98435,2026-07-05,89.37,16218978.66
98436,2026-07-05,28.44,16218978.66
98437,2026-07-05,37.19,16218978.66
98441,2026-07-05,124.98,16218978.66
98442,2026-07-05,24.37,16218978.66
98444,2026-07-05,42.18,16218978.66
98446,2026-07-05,87.60,16218978.66
98448,2026-07-05,30.50,16218978.66
98450,2026-07-05,41.83,16218978.66
98451,2026-07-05,136.83,16218978.66
98453,2026-07-05,33.35,16218978.66
98459,2026-07-05,46.63,16218978.66
98461,2026-07-05,85.47,16218978.66
98463,2026-07-05,40.68,16218978.66
98466,2026-07-05,47.97,16218978.66
98468,2026-07-05,43.63,16218978.66
98469,2026-07-05,36.77,16218978.66
98472,2026-07-05,70.80,16218978.66
98473,2026-07-05,140.18,16218978.66
98476,2026-07-05,77.02,16218978.66
98478,2026-07-05,26.68,16218978.66
98481,2026-07-05,24.91,16218978.66
98482,2026-07-05,81.74,16218978.66
98485,2026-07-05,119.05,16218978.66
98487,2026-07-05,157.08,16218978.66
98488,2026-07-05,71.16,16218978.66
98489,2026-07-05,33.91,16218978.66
98490,2026-07-05,159.14,16218978.66
98491,2026-07-05,44.91,16218978.66
98492,2026-07-05,30.98,16218978.66
98495,2026-07-05,89.81,16218978.66
98498,2026-07-05,27.16,16218978.66
98499,2026-07-05,34.35,16218978.66
98500,2026-07-05,45.99,16218978.66
98501,2026-07-05,40.83,16218978.66
98503,2026-07-05,46.74,16218978.66
98506,2026-07-05,76.74,16218978.66
98507,2026-07-05,62.24,16218978.66
98511,2026-07-05,26.73,16218978.66
98515,2026-07-05,81.36,16218978.66
98516,2026-07-05,32.10,16218978.66
98517,2026-07-05,76.64,16218978.66
98518,2026-07-05,98.55,16218978.66
98519,2026-07-05,42.54,16218978.66
98521,2026-07-05,22.46,16218978.66
98522,2026-07-05,46.14,16218978.66
98523,2026-07-05,62.92,16218978.66
98525,2026-07-05,41.46,16218978.66
98529,2026-07-05,85.18,16218978.66
98530,2026-07-05,76.49,16218978.66
98531,2026-07-05,35.18,16218978.66
98532,2026-07-05,89.43,16218978.66
98534,2026-07-05,81.26,16218978.66
98535,2026-07-05,36.43,16218978.66
98538,2026-07-05,26.26,16218978.66
98540,2026-07-05,41.64,16218978.66
98544,2026-07-05,47.78,16218978.66
98546,2026-07-05,96.32,16218978.66
98549,2026-07-05,41.86,16218978.66
98551,2026-07-05,53.56,16218978.66
98555,2026-07-05,34.99,16218978.66
98557,2026-07-05,45.86,16218978.66
98558,2026-07-05,74.32,16218978.66
98560,2026-07-05,140.82,16218978.66
98563,2026-07-05,35.75,16218978.66
98567,2026-07-05,38.94,16218978.66
98568,2026-07-05,33.00,16218978.66
98569,2026-07-05,74.37,16218978.66
98570,2026-07-05,143.65,16218978.66
98572,2026-07-05,31.13,16218978.66
98573,2026-07-05,28.70,16218978.66
98576,2026-07-05,46.89,16218978.66
98578,2026-07-05,90.71,16218978.66
98579,2026-07-05,31.14,16218978.66
98580,2026-07-05,47.63,16218978.66
98582,2026-07-05,29.46,16218978.66
98584,2026-07-05,64.80,16218978.66
98586,2026-07-05,87.49,16218978.66
98587,2026-07-05,79.80,16218978.66
98588,2026-07-05,83.26,16218978.66
98591,2026-07-05,119.86,16218978.66
98594,2026-07-05,65.33,16218978.66
98597,2026-07-05,65.78,16218978.66
98599,2026-07-05,29.06,16218978.66
98600,2026-07-05,98.79,16218978.66
98601,2026-07-05,83.77,16218978.66
98604,2026-07-05,28.50,16218978.66
98605,2026-07-05,46.41,16218978.66
98607,2026-07-05,67.54,16218978.66
98608,2026-07-05,80.69,16218978.66
98610,2026-07-05,40.87,16218978.66
98612,2026-07-05,28.59,16218978.66
98618,2026-07-05,64.57,16218978.66
98622,2026-07-05,42.32,16218978.66
98623,2026-07-05,67.51,16218978.66
98631,2026-07-05,27.46,16218978.66
98632,2026-07-05,25.65,16218978.66
98634,2026-07-05,97.35,16218978.66
98635,2026-07-05,151.49,16218978.66
98636,2026-07-05,30.75,16218978.66
98640,2026-07-05,24.97,16218978.66
98644,2026-07-05,60.33,16218978.66
98645,2026-07-05,88.97,16218978.66
98647,2026-07-05,30.44,16218978.66
98648,2026-07-05,47.10,16218978.66
98651,2026-07-05,44.95,16218978.66
98652,2026-07-05,46.62,16218978.66
98653,2026-07-05,113.10,16218978.66
98661,2026-07-05,42.77,16218978.66
98664,2026-07-05,33.51,16218978.66
98668,2026-07-05,140.72,16218978.66
98669,2026-07-05,58.69,16218978.66
98670,2026-07-05,76.45,16218978.66
98672,2026-07-05,75.97,16218978.66
98673,2026-07-05,35.66,16218978.66
98675,2026-07-05,35.21,16218978.66
98677,2026-07-05,113.12,16218978.66
98679,2026-07-05,47.69,16218978.66
98681,2026-07-05,121.97,16218978.66
98682,2026-07-05,47.26,16218978.66
98683,2026-07-05,24.01,16218978.66
98688,2026-07-05,59.82,16218978.66
98689,2026-07-05,74.16,16218978.66
98690,2026-07-05,88.54,16218978.66
98691,2026-07-05,33.95,16218978.66
98692,2026-07-05,120.33,16218978.66
98695,2026-07-05,32.56,16218978.66
98699,2026-07-05,65.36,16218978.66
98705,2026-07-05,90.54,16218978.66
98714,2026-07-05,73.16,16218978.66
98715,2026-07-05,36.58,16218978.66
98717,2026-07-05,39.76,16218978.66
98718,2026-07-05,141.40,16218978.66
98719,2026-07-05,42.05,16218978.66
98720,2026-07-05,36.36,16218978.66
98721,2026-07-05,22.04,16218978.66
98723,2026-07-05,105.48,16218978.66
98724,2026-07-05,44.97,16218978.66
98726,2026-07-05,66.47,16218978.66
98730,2026-07-05,119.29,16218978.66
98731,2026-07-05,31.65,16218978.66
98732,2026-07-05,25.92,16218978.66
98733,2026-07-05,80.26,16218978.66
98735,2026-07-05,23.02,16218978.66
98736,2026-07-05,88.16,16218978.66
98740,2026-07-05,90.92,16218978.66
98746,2026-07-05,54.81,16218978.66
98747,2026-07-05,40.87,16218978.66
98748,2026-07-05,118.51,16218978.66
98754,2026-07-05,41.73,16218978.66
98755,2026-07-05,74.96,16218978.66
98756,2026-07-05,68.93,16218978.66
98757,2026-07-05,60.78,16218978.66
98759,2026-07-05,33.96,16218978.66
98767,2026-07-05,151.96,16218978.66
98773,2026-07-05,83.35,16218978.66
98776,2026-07-05,21.95,16218978.66
98778,2026-07-05,43.32,16218978.66
98779,2026-07-05,84.63,16218978.66
98780,2026-07-05,43.53,16218978.66
98782,2026-07-05,137.50,16218978.66
98784,2026-07-05,47.50,16218978.66
98785,2026-07-05,67.80,16218978.66
98786,2026-07-05,74.91,16218978.66
98789,2026-07-05,75.18,16218978.66
98791,2026-07-05,46.57,16218978.66
98792,2026-07-05,76.93,16218978.66
98793,2026-07-05,126.56,16218978.66
98794,2026-07-05,65.12,16218978.66
98799,2026-07-05,26.68,16218978.66
98809,2026-07-05,81.56,16218978.66
98810,2026-07-05,61.71,16218978.66
98813,2026-07-05,30.77,16218978.66
98815,2026-07-05,46.29,16218978.66
98816,2026-07-05,41.69,16218978.66
98818,2026-07-05,27.63,16218978.66
98821,2026-07-05,81.13,16218978.66
98824,2026-07-05,68.53,16218978.66
98825,2026-07-05,32.95,16218978.66
98826,2026-07-05,26.97,16218978.66
98829,2026-07-05,24.63,16218978.66
98831,2026-07-05,44.97,16218978.66
98832,2026-07-05,89.20,16218978.66
98835,2026-07-05,44.11,16218978.66
98838,2026-07-05,29.47,16218978.66
98841,2026-07-05,27.48,16218978.66
98842,2026-07-05,53.91,16218978.66
98845,2026-07-05,86.28,16218978.66
98846,2026-07-05,33.53,16218978.66
98848,2026-07-05,74.96,16218978.66
98851,2026-07-05,22.28,16218978.66
98852,2026-07-05,67.12,16218978.66
98853,2026-07-05,77.10,16218978.66
98856,2026-07-05,27.28,16218978.66
98857,2026-07-05,21.90,16218978.66
98863,2026-07-05,36.26,16218978.66
98864,2026-07-05,26.27,16218978.66
98873,2026-07-05,81.17,16218978.66
98874,2026-07-05,105.90,16218978.66
98875,2026-07-05,47.66,16218978.66
98877,2026-07-05,57.33,16218978.66
98879,2026-07-05,43.82,16218978.66
98880,2026-07-05,156.96,16218978.66
98883,2026-07-05,30.60,16218978.66
98887,2026-07-05,24.74,16218978.66
98888,2026-07-05,60.68,16218978.66
98892,2026-07-05,27.55,16218978.66
98893,2026-07-05,123.34,16218978.66
98894,2026-07-05,118.88,16218978.66
98896,2026-07-05,82.78,16218978.66
98897,2026-07-05,57.75,16218978.66
98900,2026-07-05,26.08,16218978.66
98901,2026-07-05,60.07,16218978.66
98906,2026-07-05,21.89,16218978.66
98909,2026-07-05,65.59,16218978.66
98910,2026-07-05,151.20,16218978.66
98912,2026-07-05,26.30,16218978.66
98914,2026-07-05,85.58,16218978.66
98915,2026-07-05,34.36,16218978.66
98917,2026-07-05,118.27,16218978.66
98918,2026-07-05,30.69,16218978.66
98919,2026-07-05,140.84,16218978.66
98920,2026-07-05,28.29,16218978.66
98921,2026-07-05,89.95,16218978.66
98922,2026-07-05,85.47,16218978.66
98924,2026-07-05,83.67,16218978.66
98925,2026-07-05,29.07,16218978.66
98926,2026-07-05,40.06,16218978.66
98927,2026-07-05,24.33,16218978.66
98929,2026-07-05,26.18,16218978.66
98930,2026-07-05,26.70,16218978.66
98931,2026-07-05,21.76,16218978.66
98932,2026-07-05,75.83,16218978.66
98933,2026-07-05,105.97,16218978.66
98935,2026-07-05,25.07,16218978.66
98938,2026-07-05,27.40,16218978.66
98942,2026-07-05,46.18,16218978.66
98943,2026-07-05,130.11,16218978.66
98945,2026-07-05,38.64,16218978.66
98946,2026-07-05,38.36,16218978.66
98949,2026-07-05,28.43,16218978.66
98950,2026-07-05,137.68,16218978.66
98952,2026-07-05,101.81,16218978.66
98959,2026-07-05,127.96,16218978.66
98960,2026-07-05,34.80,16218978.66
98961,2026-07-05,82.84,16218978.66
98962,2026-07-05,40.46,16218978.66
98963,2026-07-05,44.19,16218978.66
98964,2026-07-05,57.61,16218978.66
98965,2026-07-05,125.45,16218978.66
98968,2026-07-05,149.89,16218978.66
98971,2026-07-05,38.43,16218978.66
98973,2026-07-05,103.36,16218978.66
98977,2026-07-05,75.58,16218978.66
98978,2026-07-05,37.62,16218978.66
98979,2026-07-05,75.63,16218978.66
98980,2026-07-05,132.87,16218978.66
98983,2026-07-05,27.57,16218978.66
98987,2026-07-05,75.40,16218978.66
98990,2026-07-05,34.13,16218978.66
98992,2026-07-05,102.92,16218978.66
98994,2026-07-05,57.01,16218978.66
98995,2026-07-05,86.57,16218978.66
98998,2026-07-05,67.34,16218978.66
99003,2026-07-05,23.06,16218978.66
99006,2026-07-05,45.26,16218978.66
99007,2026-07-05,87.84,16218978.66
99011,2026-07-05,108.32,16218978.66
99014,2026-07-05,29.97,16218978.66
99015,2026-07-05,86.46,16218978.66
99018,2026-07-05,119.85,16218978.66
99021,2026-07-05,37.33,16218978.66
99023,2026-07-05,37.74,16218978.66
99024,2026-07-05,121.16,16218978.66
99029,2026-07-05,66.88,16218978.66
99031,2026-07-05,54.24,16218978.66
99032,2026-07-05,78.12,16218978.66
99034,2026-07-05,43.84,16218978.66
99036,2026-07-05,70.10,16218978.66
99038,2026-07-05,71.22,16218978.66
99040,2026-07-05,85.26,16218978.66
99041,2026-07-05,82.35,16218978.66
99043,2026-07-05,73.25,16218978.66
99045,2026-07-05,57.12,16218978.66
99046,2026-07-05,32.74,16218978.66
99048,2026-07-05,73.50,16218978.66
99050,2026-07-05,23.84,16218978.66
99053,2026-07-05,31.21,16218978.66
99055,2026-07-05,45.90,16218978.66
99058,2026-07-05,89.07,16218978.66
99059,2026-07-05,23.01,16218978.66
99060,2026-07-05,46.37,16218978.66
99061,2026-07-05,28.95,16218978.66
99062,2026-07-05,27.52,16218978.66
99064,2026-07-05,82.25,16218978.66
99066,2026-07-05,38.53,16218978.66
99070,2026-07-05,27.89,16218978.66
99072,2026-07-05,35.57,16218978.66
99073,2026-07-05,115.36,16218978.66
99076,2026-07-05,25.23,16218978.66
99077,2026-07-05,71.82,16218978.66
99079,2026-07-05,29.26,16218978.66
99080,2026-07-05,22.01,16218978.66
99083,2026-07-05,75.26,16218978.66
99085,2026-07-05,155.67,16218978.66
99092,2026-07-05,72.30,16218978.66
99093,2026-07-05,33.12,16218978.66
99095,2026-07-05,64.98,16218978.66
99096,2026-07-05,38.35,16218978.66
99097,2026-07-05,78.96,16218978.66
99099,2026-07-05,134.77,16218978.66
99103,2026-07-05,100.91,16218978.66
99105,2026-07-05,120.65,16218978.66
99106,2026-07-05,69.87,16218978.66
99108,2026-07-05,25.35,16218978.66
99109,2026-07-05,84.36,16218978.66
99112,2026-07-05,24.51,16218978.66
99114,2026-07-05,145.18,16218978.66
99123,2026-07-05,22.21,16218978.66
99125,2026-07-05,74.54,16218978.66
99128,2026-07-05,54.27,16218978.66
99130,2026-07-05,55.05,16218978.66
99133,2026-07-05,25.63,16218978.66
99134,2026-07-05,112.37,16218978.66
99135,2026-07-05,64.35,16218978.66
99137,2026-07-05,56.95,16218978.66
99138,2026-07-05,82.79,16218978.66
99141,2026-07-05,39.47,16218978.66
99143,2026-07-05,88.88,16218978.66
99144,2026-07-05,25.64,16218978.66
99146,2026-07-05,31.10,16218978.66
99148,2026-07-05,35.09,16218978.66
99152,2026-07-05,28.00,16218978.66
99153,2026-07-05,75.77,16218978.66
99155,2026-07-05,31.45,16218978.66
99156,2026-07-05,43.75,16218978.66
99160,2026-07-05,147.00,16218978.66
99164,2026-07-05,142.03,16218978.66
99168,2026-07-05,40.44,16218978.66
99169,2026-07-05,80.76,16218978.66
99172,2026-07-05,59.55,16218978.66
99173,2026-07-05,65.02,16218978.66
99175,2026-07-05,109.35,16218978.66
99178,2026-07-05,47.28,16218978.66
99184,2026-07-05,34.71,16218978.66
99185,2026-07-05,42.73,16218978.66
99193,2026-07-05,144.52,16218978.66
99196,2026-07-05,45.69,16218978.66
99204,2026-07-05,76.02,16218978.66
99205,2026-07-05,85.41,16218978.66
99206,2026-07-05,41.49,16218978.66
99208,2026-07-05,22.14,16218978.66
99210,2026-07-05,27.46,16218978.66
99212,2026-07-05,82.17,16218978.66
99214,2026-07-05,25.80,16218978.66
99215,2026-07-05,22.74,16218978.66
99219,2026-07-05,72.82,16218978.66
99220,2026-07-05,113.49,16218978.66
99236,2026-07-05,39.83,16218978.66
99238,2026-07-05,158.99,16218978.66
99239,2026-07-05,75.77,16218978.66
99242,2026-07-05,105.61,16218978.66
99244,2026-07-05,105.18,16218978.66
99250,2026-07-05,96.59,16218978.66
99256,2026-07-05,103.22,16218978.66
99262,2026-07-05,70.28,16218978.66
99265,2026-07-05,65.94,16218978.66
99267,2026-07-05,36.05,16218978.66
99269,2026-07-05,39.31,16218978.66
99271,2026-07-05,36.95,16218978.66
99272,2026-07-05,144.60,16218978.66
99276,2026-07-05,65.40,16218978.66
99277,2026-07-05,33.23,16218978.66
99279,2026-07-05,87.90,16218978.66
99280,2026-07-05,27.72,16218978.66
99282,2026-07-05,43.84,16218978.66
99283,2026-07-05,47.43,16218978.66
99284,2026-07-05,82.57,16218978.66
