customerid,month,payment,nextmonthpayment
70528,7,61.60,
70529,5,23.10,23.10
70529,6,23.10,23.10
70529,7,23.10,
70530,5,86.77,86.77
70530,6,86.77,86.77
70530,7,86.77,
70531,5,148.11,148.11
70531,6,148.11,148.11
70531,7,148.11,
70532,5,40.39,40.39
70532,6,40.39,40.39
70532,7,40.39,
70533,5,76.93,76.93
70533,6,76.93,76.93
70533,7,76.93,
70534,5,38.32,38.32
70534,6,38.32,38.32
70534,7,38.32,
70535,5,41.01,41.01
70535,6,41.01,41.01
70535,7,41.01,
70536,5,41.23,41.23
70536,6,41.23,41.23
70536,7,41.23,
70537,5,40.50,40.50
70537,6,40.50,40.50
70537,7,40.50,
70538,5,27.45,27.45
70538,6,27.45,27.45
70538,7,27.45,
70539,5,78.84,78.84
70539,6,78.84,78.84
70539,7,78.84,
70540,5,31.38,31.38
70540,6,31.38,31.38
70540,7,31.38,
70541,5,22.91,22.91
70541,6,22.91,22.91
70541,7,22.91,
70542,5,67.93,67.93
70542,6,67.93,67.93
70542,7,67.93,
70543,5,88.87,88.87
70543,6,88.87,88.87
70543,7,88.87,
70544,5,43.94,43.94
70544,6,43.94,43.94
70544,7,43.94,
70545,5,127.47,127.47
70545,6,127.47,127.47
70545,7,127.47,
70546,5,86.34,86.34
70546,6,86.34,86.34
70546,7,86.34,
70547,5,41.39,41.39
70547,6,41.39,41.39
70547,7,41.39,
70548,5,24.74,24.74
70548,6,24.74,24.74
70548,7,24.74,
70549,5,31.79,31.79
70549,6,31.79,31.79
70549,7,31.79,
70550,5,90.23,90.23
70550,6,90.23,90.23
70550,7,90.23,
70551,5,70.22,70.22
70551,6,70.22,70.22
70551,7,70.22,
70552,5,26.10,26.10
70552,6,26.10,26.10
70552,7,26.10,
70553,5,134.05,134.05
70553,6,134.05,134.05
70553,7,134.05,
70554,5,33.31,33.31
70554,6,33.31,33.31
70554,7,33.31,
70555,5,79.96,79.96
70555,6,79.96,79.96
70555,7,79.96,
70556,5,39.60,39.60
70556,6,39.60,39.60
70556,7,39.60,
70557,5,109.20,109.20
70557,6,109.20,109.20
70557,7,109.20,
70558,5,158.73,158.73
70558,6,158.73,158.73
70558,7,158.73,
70559,5,69.70,69.70
70559,6,69.70,69.70
70559,7,69.70,
70560,5,96.77,96.77
70560,6,96.77,96.77
70560,7,96.77,
70561,5,145.70,145.70
70561,6,145.70,145.70
70561,7,145.70,
70562,5,67.21,67.21
70562,6,67.21,67.21
70562,7,67.21,
70563,5,53.63,53.63
70563,6,53.63,53.63
70563,7,53.63,
70564,5,25.19,25.19
70564,6,25.19,25.19
70564,7,25.19,
70565,5,44.01,44.01
70565,6,44.01,44.01
70565,7,44.01,
70566,5,89.83,89.83
70566,6,89.83,89.83
70566,7,89.83,
70567,5,55.02,55.02
70567,6,55.02,55.02
70567,7,55.02,
70568,5,46.19,46.19
70568,6,46.19,46.19
70568,7,46.19,
70569,5,115.04,115.04
70569,6,115.04,115.04
70569,7,115.04,
70570,5,30.64,30.64
70570,6,30.64,30.64
70570,7,30.64,
70571,5,128.54,128.54
70571,6,128.54,128.54
70571,7,128.54,
70572,5,43.92,43.92
70572,6,43.92,43.92
70572,7,43.92,
70573,5,117.24,117.24
70573,6,117.24,117.24
70573,7,117.24,
70574,5,37.89,37.89
70574,6,37.89,37.89
70574,7,37.89,
70575,5,55.03,55.03
70575,6,55.03,55.03
70575,7,55.03,
70576,5,120.24,120.24
70576,6,120.24,120.24
70576,7,120.24,
70577,5,39.72,39.72
70577,6,39.72,39.72
70577,7,39.72,
70578,5,121.23,121.23
70578,6,121.23,121.23
70578,7,121.23,
70579,5,151.02,151.02
70579,6,151.02,151.02
70579,7,151.02,
70580,5,104.38,104.38
70580,6,104.38,104.38
70580,7,104.38,
70581,5,25.07,25.07
70581,6,25.07,25.07
70581,7,25.07,
70582,5,124.46,124.46
70582,6,124.46,124.46
70582,7,124.46,
70583,5,65.22,65.22
70583,6,65.22,65.22
70583,7,65.22,
70584,5,34.55,34.55
70584,6,34.55,34.55
70584,7,34.55,
70585,5,32.50,32.50
70585,6,32.50,32.50
70585,7,32.50,
70586,5,46.82,46.82
70586,6,46.82,46.82
70586,7,46.82,
70587,5,102.87,102.87
70587,6,102.87,102.87
70587,7,102.87,
70588,5,24.93,24.93
70588,6,24.93,24.93
70588,7,24.93,
70589,5,58.92,58.92
70589,6,58.92,58.92
70589,7,58.92,
70590,5,22.05,22.05
70590,6,22.05,22.05
70590,7,22.05,
70591,5,74.81,74.81
70591,6,74.81,74.81
70591,7,74.81,
70592,5,69.65,69.65
70592,6,69.65,69.65
70592,7,69.65,
70593,5,30.92,30.92
70593,6,30.92,30.92
70593,7,30.92,
70594,5,38.83,38.83
70594,6,38.83,38.83
70594,7,38.83,
70595,5,79.32,79.32
70595,6,79.32,79.32
70595,7,79.32,
70596,5,123.29,123.29
70596,6,123.29,123.29
70596,7,123.29,
70597,5,32.72,32.72
70597,6,32.72,32.72
70597,7,32.72,
70598,5,148.69,148.69
70598,6,148.69,148.69
70598,7,148.69,
70599,5,32.52,32.52
70599,6,32.52,32.52
70599,7,32.52,
70600,5,38.10,38.10
70600,6,38.10,38.10
70600,7,38.10,
70601,5,76.18,76.18
70601,6,76.18,76.18
70601,7,76.18,
70602,5,66.80,66.80
70602,6,66.80,66.80
70602,7,66.80,
70603,5,37.30,37.30
70603,6,37.30,37.30
70603,7,37.30,
70604,5,62.82,62.82
70604,6,62.82,62.82
70604,7,62.82,
70605,5,85.67,85.67
70605,6,85.67,85.67
70605,7,85.67,
70606,5,30.91,30.91
70606,6,30.91,30.91
70606,7,30.91,
70607,5,61.12,61.12
70607,6,61.12,61.12
70607,7,61.12,
70608,5,74.57,74.57
70608,6,74.57,74.57
70608,7,74.57,
70609,5,43.50,43.50
70609,6,43.50,43.50
70609,7,43.50,
70610,5,47.71,47.71
70610,6,47.71,47.71
70610,7,47.71,
70611,5,27.02,27.02
70611,6,27.02,27.02
70611,7,27.02,
70612,5,26.94,26.94
70612,6,26.94,26.94
70612,7,26.94,
70613,5,69.23,69.23
70613,6,69.23,69.23
70613,7,69.23,
70614,5,40.52,40.52
70614,6,40.52,40.52
70614,7,40.52,
70615,5,33.01,33.01
70615,6,33.01,33.01
70615,7,33.01,
70616,5,23.32,23.32
70616,6,23.32,23.32
70616,7,23.32,
70617,5,101.39,101.39
70617,6,101.39,101.39
70617,7,101.39,
70618,5,31.02,31.02
70618,6,31.02,31.02
70618,7,31.02,
70619,5,25.67,25.67
70619,6,25.67,25.67
70619,7,25.67,
70620,5,47.75,47.75
70620,6,47.75,47.75
70620,7,47.75,
70621,5,134.66,134.66
70621,6,134.66,134.66
70621,7,134.66,
70622,5,32.45,32.45
70622,6,32.45,32.45
70622,7,32.45,
70623,5,55.65,55.65
70623,6,55.65,55.65
70623,7,55.65,
70624,5,39.18,39.18
70624,6,39.18,39.18
70624,7,39.18,
70625,5,54.44,54.44
70625,6,54.44,54.44
70625,7,54.44,
70626,5,152.19,152.19
70626,6,152.19,152.19
70626,7,152.19,
70627,5,82.46,82.46
70627,6,82.46,82.46
70627,7,82.46,
70628,5,37.80,37.80
70628,6,37.80,37.80
70628,7,37.80,
70629,5,46.94,46.94
70629,6,46.94,46.94
70629,7,46.94,
70630,5,155.02,155.02
70630,6,155.02,155.02
70630,7,155.02,
70631,5,69.73,69.73
70631,6,69.73,69.73
70631,7,69.73,
70632,5,89.42,89.42
70632,6,89.42,89.42
70632,7,89.42,
70633,5,38.70,38.70
70633,6,38.70,38.70
70633,7,38.70,
70634,5,57.58,57.58
70634,6,57.58,57.58
70634,7,57.58,
70635,5,156.42,156.42
70635,6,156.42,156.42
70635,7,156.42,
70636,5,59.24,59.24
70636,6,59.24,59.24
70636,7,59.24,
70637,5,130.13,130.13
70637,6,130.13,130.13
70637,7,130.13,
70638,5,70.48,70.48
70638,6,70.48,70.48
70638,7,70.48,
70639,5,58.14,58.14
70639,6,58.14,58.14
70639,7,58.14,
70640,5,30.23,30.23
70640,6,30.23,30.23
70640,7,30.23,
70641,5,44.02,44.02
70641,6,44.02,44.02
70641,7,44.02,
70642,5,33.77,33.77
70642,6,33.77,33.77
70642,7,33.77,
70643,5,71.73,71.73
70643,6,71.73,71.73
70643,7,71.73,
70644,5,42.20,42.20
70644,6,42.20,42.20
70644,7,42.20,
70645,5,45.16,45.16
70645,6,45.16,45.16
70645,7,45.16,
70646,5,137.25,137.25
70646,6,137.25,137.25
70646,7,137.25,
70647,5,32.03,32.03
70647,6,32.03,32.03
70647,7,32.03,
70648,5,113.69,113.69
70648,6,113.69,113.69
70648,7,113.69,
70649,5,29.86,29.86
70649,6,29.86,29.86
70649,7,29.86,
70650,5,22.46,22.46
70650,6,22.46,22.46
70650,7,22.46,
70651,5,70.12,70.12
70651,6,70.12,70.12
70651,7,70.12,
70652,5,58.15,58.15
70652,6,58.15,58.15
70652,7,58.15,
70653,5,22.03,22.03
70653,6,22.03,22.03
70653,7,22.03,
70654,5,62.63,62.63
70654,6,62.63,62.63
70654,7,62.63,
70655,5,35.24,35.24
70655,6,35.24,35.24
70655,7,35.24,
70656,5,46.82,46.82
70656,6,46.82,46.82
70656,7,46.82,
70657,5,37.64,37.64
70657,6,37.64,37.64
70657,7,37.64,
70658,5,26.00,26.00
70658,6,26.00,26.00
70658,7,26.00,
70659,5,73.25,73.25
70659,6,73.25,73.25
70659,7,73.25,
70660,5,31.74,31.74
70660,6,31.74,31.74
70660,7,31.74,
70661,5,113.31,113.31
70661,6,113.31,113.31
70661,7,113.31,
70662,5,26.62,26.62
70662,6,26.62,26.62
70662,7,26.62,
70663,5,111.41,111.41
70663,6,111.41,111.41
70663,7,111.41,
70664,5,44.93,44.93
70664,6,44.93,44.93
70664,7,44.93,
70665,5,45.56,45.56
70665,6,45.56,45.56
70665,7,45.56,
70666,5,75.70,75.70
70666,6,75.70,75.70
70666,7,75.70,
70667,5,33.58,33.58
70667,6,33.58,33.58
70667,7,33.58,
70668,5,88.88,88.88
70668,6,88.88,88.88
70668,7,88.88,
70669,5,29.64,29.64
70669,6,29.64,29.64
70669,7,29.64,
70670,5,33.56,33.56
70670,6,33.56,33.56
70670,7,33.56,
70671,5,23.15,23.15
70671,6,23.15,23.15
70671,7,23.15,
70672,5,67.37,67.37
70672,6,67.37,67.37
70672,7,67.37,
70673,5,54.29,54.29
70673,6,54.29,54.29
70673,7,54.29,
70674,5,61.79,61.79
70674,6,61.79,61.79
70674,7,61.79,
70675,5,40.34,40.34
70675,6,40.34,40.34
70675,7,40.34,
70676,5,63.41,63.41
70676,6,63.41,63.41
70676,7,63.41,
70677,5,62.80,62.80
70677,6,62.80,62.80
70677,7,62.80,
70678,5,68.43,68.43
70678,6,68.43,68.43
70678,7,68.43,
70679,5,85.61,85.61
70679,6,85.61,85.61
70679,7,85.61,
70680,5,113.54,113.54
70680,6,113.54,113.54
70680,7,113.54,
70681,5,102.89,102.89
70681,6,102.89,102.89
70681,7,102.89,
70682,5,36.06,36.06
70682,6,36.06,36.06
70682,7,36.06,
70683,5,39.71,39.71
70683,6,39.71,39.71
70683,7,39.71,
70684,5,139.55,139.55
70684,6,139.55,139.55
70684,7,139.55,
70685,5,25.52,25.52
70685,6,25.52,25.52
70685,7,25.52,
70686,5,33.81,33.81
70686,6,33.81,33.81
70686,7,33.81,
70687,5,146.77,146.77
70687,6,146.77,146.77
70687,7,146.77,
70688,5,84.01,84.01
70688,6,84.01,84.01
70688,7,84.01,
70689,5,54.50,54.50
70689,6,54.50,54.50
70689,7,54.50,
70690,5,60.55,60.55
70690,6,60.55,60.55
70690,7,60.55,
70691,5,26.31,26.31
70691,6,26.31,26.31
70691,7,26.31,
70692,5,40.53,40.53
70692,6,40.53,40.53
70692,7,40.53,
70693,5,146.11,146.11
70693,6,146.11,146.11
70693,7,146.11,
70694,5,117.05,117.05
70694,6,117.05,117.05
70694,7,117.05,
70695,5,74.37,74.37
70695,6,74.37,74.37
70695,7,74.37,
70696,5,36.55,36.55
70696,6,36.55,36.55
70696,7,36.55,
70697,5,63.65,63.65
70697,6,63.65,63.65
70697,7,63.65,
70698,5,54.59,54.59
70698,6,54.59,54.59
70698,7,54.59,
70699,5,58.12,58.12
70699,6,58.12,58.12
70699,7,58.12,
70700,5,45.08,45.08
70700,6,45.08,45.08
70700,7,45.08,
70701,5,36.53,36.53
70701,6,36.53,36.53
70701,7,36.53,
70702,5,71.37,71.37
70702,6,71.37,71.37
70702,7,71.37,
70703,5,142.20,142.20
70703,6,142.20,142.20
70703,7,142.20,
70704,5,43.69,43.69
70704,6,43.69,43.69
70704,7,43.69,
70705,5,26.05,26.05
70705,6,26.05,26.05
70705,7,26.05,
70706,5,136.55,136.55
70706,6,136.55,136.55
70706,7,136.55,
70707,5,28.23,28.23
70707,6,28.23,28.23
70707,7,28.23,
70708,5,35.97,35.97
70708,6,35.97,35.97
70708,7,35.97,
70709,5,31.00,31.00
70709,6,31.00,31.00
70709,7,31.00,
70710,5,123.19,123.19
70710,6,123.19,123.19
70710,7,123.19,
70711,5,65.66,65.66
70711,6,65.66,65.66
70711,7,65.66,
70712,5,109.07,109.07
70712,6,109.07,109.07
70712,7,109.07,
70713,5,42.87,42.87
70713,6,42.87,42.87
70713,7,42.87,
70714,5,22.11,22.11
70714,6,22.11,22.11
70714,7,22.11,
70715,5,32.53,32.53
70715,6,32.53,32.53
70715,7,32.53,
70716,5,81.80,81.80
70716,6,81.80,81.80
70716,7,81.80,
70717,5,124.82,124.82
70717,6,124.82,124.82
70717,7,124.82,
70718,5,150.63,150.63
70718,6,150.63,150.63
70718,7,150.63,
70719,5,27.67,27.67
70719,6,27.67,27.67
70719,7,27.67,
70720,5,27.81,27.81
70720,6,27.81,27.81
70720,7,27.81,
70721,5,57.96,57.96
70721,6,57.96,57.96
70721,7,57.96,
70722,5,33.17,33.17
70722,6,33.17,33.17
70722,7,33.17,
70723,5,73.06,73.06
70723,6,73.06,73.06
70723,7,73.06,
70724,5,39.44,39.44
70724,6,39.44,39.44
70724,7,39.44,
70725,5,42.67,42.67
70725,6,42.67,42.67
70725,7,42.67,
70726,5,129.67,129.67
70726,6,129.67,129.67
70726,7,129.67,
70727,5,59.00,59.00
70727,6,59.00,59.00
70727,7,59.00,
70728,5,64.11,64.11
70728,6,64.11,64.11
70728,7,64.11,
70729,5,44.78,44.78
70729,6,44.78,44.78
70729,7,44.78,
70730,5,31.74,31.74
70730,6,31.74,31.74
70730,7,31.74,
70731,5,63.55,63.55
70731,6,63.55,63.55
70731,7,63.55,
70732,5,62.45,62.45
70732,6,62.45,62.45
70732,7,62.45,
70733,5,64.54,64.54
70733,6,64.54,64.54
70733,7,64.54,
70734,5,25.46,25.46
70734,6,25.46,25.46
70734,7,25.46,
70735,5,127.26,127.26
70735,6,127.26,127.26
70735,7,127.26,
70736,5,133.14,133.14
70736,6,133.14,133.14
70736,7,133.14,
70737,5,157.68,157.68
70737,6,157.68,157.68
70737,7,157.68,
70738,5,106.37,106.37
70738,6,106.37,106.37
70738,7,106.37,
70739,5,60.29,60.29
70739,6,60.29,60.29
70739,7,60.29,
70740,5,115.55,115.55
70740,6,115.55,115.55
70740,7,115.55,
70741,5,127.60,127.60
70741,6,127.60,127.60
70741,7,127.60,
70742,5,103.18,103.18
70742,6,103.18,103.18
70742,7,103.18,
70743,5,110.02,110.02
70743,6,110.02,110.02
70743,7,110.02,
70744,5,101.04,101.04
70744,6,101.04,101.04
70744,7,101.04,
70745,5,71.18,71.18
70745,6,71.18,71.18
70745,7,71.18,
70746,5,81.81,81.81
70746,6,81.81,81.81
70746,7,81.81,
70747,5,47.43,47.43
70747,6,47.43,47.43
70747,7,47.43,
70748,5,47.88,47.88
70748,6,47.88,47.88
70748,7,47.88,
70749,5,146.70,146.70
70749,6,146.70,146.70
70749,7,146.70,
70750,5,35.07,35.07
70750,6,35.07,35.07
70750,7,35.07,
70751,5,66.69,66.69
70751,6,66.69,66.69
70751,7,66.69,
70752,5,118.92,118.92
70752,6,118.92,118.92
70752,7,118.92,
70753,5,98.58,98.58
70753,6,98.58,98.58
70753,7,98.58,
70754,5,41.13,41.13
70754,6,41.13,41.13
70754,7,41.13,
70755,5,25.18,25.18
70755,6,25.18,25.18
70755,7,25.18,
70756,5,47.62,47.62
70756,6,47.62,47.62
70756,7,47.62,
70757,5,128.34,128.34
70757,6,128.34,128.34
70757,7,128.34,
70758,5,69.81,69.81
70758,6,69.81,69.81
70758,7,69.81,
70759,5,73.62,73.62
70759,6,73.62,73.62
70759,7,73.62,
70760,5,96.70,96.70
70760,6,96.70,96.70
70760,7,96.70,
70761,5,55.29,55.29
70761,6,55.29,55.29
70761,7,55.29,
70762,5,40.01,40.01
70762,6,40.01,40.01
70762,7,40.01,
70763,5,74.04,74.04
70763,6,74.04,74.04
70763,7,74.04,
70764,5,42.83,42.83
70764,6,42.83,42.83
70764,7,42.83,
70765,5,40.79,40.79
70765,6,40.79,40.79
70765,7,40.79,
70766,5,139.76,139.76
70766,6,139.76,139.76
70766,7,139.76,
70767,5,28.50,28.50
70767,6,28.50,28.50
70767,7,28.50,
70768,5,44.88,44.88
70768,6,44.88,44.88
70768,7,44.88,
70769,5,27.08,27.08
70769,6,27.08,27.08
70769,7,27.08,
70770,5,66.64,66.64
70770,6,66.64,66.64
70770,7,66.64,
70771,5,57.48,57.48
70771,6,57.48,57.48
70771,7,57.48,
70772,5,47.81,47.81
70772,6,47.81,47.81
70772,7,47.81,
70773,5,55.76,55.76
70773,6,55.76,55.76
70773,7,55.76,
70774,5,122.31,122.31
70774,6,122.31,122.31
70774,7,122.31,
70775,5,57.57,57.57
70775,6,57.57,57.57
70775,7,57.57,
70776,5,68.93,68.93
70776,6,68.93,68.93
70776,7,68.93,
70777,5,77.85,77.85
70777,6,77.85,77.85
70777,7,77.85,
70778,5,81.22,81.22
70778,6,81.22,81.22
70778,7,81.22,
70779,5,25.58,25.58
70779,6,25.58,25.58
70779,7,25.58,
70780,5,76.98,76.98
70780,6,76.98,76.98
70780,7,76.98,
70781,5,27.58,27.58
70781,6,27.58,27.58
70781,7,27.58,
70782,5,44.58,44.58
70782,6,44.58,44.58
70782,7,44.58,
70783,5,55.63,55.63
70783,6,55.63,55.63
70783,7,55.63,
70784,5,87.49,87.49
70784,6,87.49,87.49
70784,7,87.49,
70785,5,98.88,98.88
70785,6,98.88,98.88
70785,7,98.88,
70786,5,25.08,25.08
70786,6,25.08,25.08
70786,7,25.08,
70787,5,56.61,56.61
70787,6,56.61,56.61
70787,7,56.61,
70788,5,109.71,109.71
70788,6,109.71,109.71
70788,7,109.71,
70789,5,106.50,106.50
70789,6,106.50,106.50
70789,7,106.50,
70790,5,102.94,102.94
70790,6,102.94,102.94
70790,7,102.94,
70791,5,35.84,35.84
70791,6,35.84,35.84
70791,7,35.84,
70792,5,24.75,24.75
70792,6,24.75,24.75
70792,7,24.75,
70793,5,115.12,115.12
70793,6,115.12,115.12
70793,7,115.12,
70794,5,38.57,38.57
70794,6,38.57,38.57
70794,7,38.57,
70795,5,81.60,81.60
70795,6,81.60,81.60
70795,7,81.60,
70796,5,82.69,82.69
70796,6,82.69,82.69
70796,7,82.69,
70797,5,45.31,45.31
70797,6,45.31,45.31
70797,7,45.31,
70798,5,24.27,24.27
70798,6,24.27,24.27
70798,7,24.27,
70799,5,86.99,86.99
70799,6,86.99,86.99
70799,7,86.99,
70800,5,141.64,141.64
70800,6,141.64,141.64
70800,7,141.64,
70801,5,44.99,44.99
70801,6,44.99,44.99
70801,7,44.99,
70802,5,40.57,40.57
70802,6,40.57,40.57
70802,7,40.57,
70803,5,68.06,68.06
70803,6,68.06,68.06
70803,7,68.06,
70804,5,151.46,151.46
70804,6,151.46,151.46
70804,7,151.46,
70805,5,61.43,61.43
70805,6,61.43,61.43
70805,7,61.43,
70806,5,99.16,99.16
70806,6,99.16,99.16
70806,7,99.16,
70807,5,53.56,53.56
70807,6,53.56,53.56
70807,7,53.56,
70808,5,61.18,61.18
70808,6,61.18,61.18
70808,7,61.18,
70809,5,38.08,38.08
70809,6,38.08,38.08
70809,7,38.08,
70810,5,42.07,42.07
70810,6,42.07,42.07
70810,7,42.07,
70811,5,127.76,127.76
70811,6,127.76,127.76
70811,7,127.76,
70812,5,21.76,21.76
70812,6,21.76,21.76
70812,7,21.76,
70813,5,28.54,28.54
70813,6,28.54,28.54
70813,7,28.54,
70814,5,146.24,146.24
70814,6,146.24,146.24
70814,7,146.24,
70815,5,33.35,33.35
70815,6,33.35,33.35
70815,7,33.35,
70816,5,86.66,86.66
70816,6,86.66,86.66
70816,7,86.66,
70817,5,86.55,86.55
70817,6,86.55,86.55
70817,7,86.55,
70818,5,44.54,44.54
70818,6,44.54,44.54
70818,7,44.54,
70819,5,45.60,45.60
70819,6,45.60,45.60
70819,7,45.60,
70820,5,29.97,29.97
70820,6,29.97,29.97
70820,7,29.97,
70821,5,33.97,33.97
70821,6,33.97,33.97
70821,7,33.97,
70822,5,79.89,79.89
70822,6,79.89,79.89
70822,7,79.89,
70823,5,25.02,25.02
70823,6,25.02,25.02
70823,7,25.02,
70824,5,155.67,155.67
70824,6,155.67,155.67
70824,7,155.67,
70825,5,88.94,88.94
70825,6,88.94,88.94
70825,7,88.94,
70826,5,29.38,29.38
70826,6,29.38,29.38
70826,7,29.38,
70827,5,44.31,44.31
70827,6,44.31,44.31
70827,7,44.31,
70828,5,38.28,38.28
70828,6,38.28,38.28
70828,7,38.28,
70829,5,25.71,25.71
70829,6,25.71,25.71
70829,7,25.71,
70830,5,63.34,63.34
70830,6,63.34,63.34
70830,7,63.34,
70831,5,26.13,26.13
70831,6,26.13,26.13
70831,7,26.13,
70832,5,54.02,54.02
70832,6,54.02,54.02
70832,7,54.02,
70833,5,124.05,124.05
70833,6,124.05,124.05
70833,7,124.05,
70834,5,79.82,79.82
70834,6,79.82,79.82
70834,7,79.82,
70835,5,37.26,37.26
70835,6,37.26,37.26
70835,7,37.26,
70836,5,103.46,103.46
70836,6,103.46,103.46
70836,7,103.46,
70837,5,86.88,86.88
70837,6,86.88,86.88
70837,7,86.88,
70838,5,160.46,160.46
70838,6,160.46,160.46
70838,7,160.46,
70839,5,41.25,41.25
70839,6,41.25,41.25
70839,7,41.25,
70840,5,69.35,69.35
70840,6,69.35,69.35
70840,7,69.35,
70841,5,32.84,32.84
70841,6,32.84,32.84
70841,7,32.84,
70842,5,33.83,33.83
70842,6,33.83,33.83
70842,7,33.83,
70843,5,42.26,42.26
70843,6,42.26,42.26
70843,7,42.26,
70844,5,24.65,24.65
70844,6,24.65,24.65
70844,7,24.65,
70845,5,60.59,60.59
70845,6,60.59,60.59
70845,7,60.59,
70846,5,24.08,24.08
70846,6,24.08,24.08
70846,7,24.08,
70847,5,31.06,31.06
70847,6,31.06,31.06
70847,7,31.06,
70848,5,32.13,32.13
70848,6,32.13,32.13
70848,7,32.13,
70849,5,144.32,144.32
70849,6,144.32,144.32
70849,7,144.32,
70850,5,69.95,69.95
70850,6,69.95,69.95
70850,7,69.95,
70851,5,128.28,128.28
70851,6,128.28,128.28
70851,7,128.28,
70852,5,149.68,149.68
70852,6,149.68,149.68
70852,7,149.68,
70853,5,23.74,23.74
70853,6,23.74,23.74
70853,7,23.74,
70854,5,40.78,40.78
70854,6,40.78,40.78
70854,7,40.78,
70855,5,24.85,24.85
70855,6,24.85,24.85
70855,7,24.85,
70856,5,33.24,33.24
70856,6,33.24,33.24
70856,7,33.24,
70857,5,40.05,40.05
70857,6,40.05,40.05
70857,7,40.05,
70858,5,32.27,32.27
70858,6,32.27,32.27
70858,7,32.27,
70859,5,70.49,70.49
70859,6,70.49,70.49
70859,7,70.49,
70860,5,29.64,29.64
70860,6,29.64,29.64
70860,7,29.64,
70861,5,35.63,35.63
70861,6,35.63,35.63
70861,7,35.63,
70862,5,76.08,76.08
70862,6,76.08,76.08
70862,7,76.08,
70863,5,31.31,31.31
70863,6,31.31,31.31
70863,7,31.31,
70864,5,45.44,45.44
70864,6,45.44,45.44
70864,7,45.44,
70865,5,60.28,60.28
70865,6,60.28,60.28
70865,7,60.28,
70866,5,78.31,78.31
70866,6,78.31,78.31
70866,7,78.31,
70867,5,54.09,54.09
70867,6,54.09,54.09
70867,7,54.09,
70868,5,143.43,143.43
70868,6,143.43,143.43
70868,7,143.43,
70869,5,41.16,41.16
70869,6,41.16,41.16
70869,7,41.16,
70870,5,140.65,140.65
70870,6,140.65,140.65
70870,7,140.65,
70871,5,84.66,84.66
70871,6,84.66,84.66
70871,7,84.66,
70872,5,128.06,128.06
70872,6,128.06,128.06
70872,7,128.06,
70873,5,56.90,56.90
70873,6,56.90,56.90
70873,7,56.90,
70874,5,58.68,58.68
70874,6,58.68,58.68
70874,7,58.68,
70875,5,59.45,59.45
70875,6,59.45,59.45
70875,7,59.45,
70876,5,40.77,40.77
70876,6,40.77,40.77
70876,7,40.77,
70877,5,123.63,123.63
70877,6,123.63,123.63
70877,7,123.63,
70878,5,44.62,44.62
70878,6,44.62,44.62
70878,7,44.62,
70879,5,80.51,80.51
70879,6,80.51,80.51
70879,7,80.51,
70880,5,28.90,28.90
70880,6,28.90,28.90
70880,7,28.90,
70881,5,48.02,48.02
70881,6,48.02,48.02
70881,7,48.02,
70882,5,88.50,88.50
70882,6,88.50,88.50
70882,7,88.50,
70883,5,85.16,85.16
70883,6,85.16,85.16
70883,7,85.16,
70884,5,25.12,25.12
70884,6,25.12,25.12
70884,7,25.12,
70885,5,78.06,78.06
70885,6,78.06,78.06
70885,7,78.06,
70886,5,158.86,158.86
70886,6,158.86,158.86
70886,7,158.86,
70887,5,148.53,148.53
70887,6,148.53,148.53
70887,7,148.53,
70888,5,75.69,75.69
70888,6,75.69,75.69
70888,7,75.69,
70889,5,36.86,36.86
70889,6,36.86,36.86
70889,7,36.86,
70890,5,42.92,42.92
70890,6,42.92,42.92
70890,7,42.92,
70891,5,37.55,37.55
70891,6,37.55,37.55
70891,7,37.55,
70892,5,31.12,31.12
70892,6,31.12,31.12
70892,7,31.12,
70893,5,46.16,46.16
70893,6,46.16,46.16
70893,7,46.16,
70894,5,74.10,74.10
70894,6,74.10,74.10
70894,7,74.10,
70895,5,23.36,23.36
70895,6,23.36,23.36
70895,7,23.36,
70896,5,71.58,71.58
70896,6,71.58,71.58
70896,7,71.58,
70897,5,155.87,155.87
70897,6,155.87,155.87
70897,7,155.87,
70898,5,121.71,121.71
70898,6,121.71,121.71
70898,7,121.71,
70899,5,24.79,24.79
70899,6,24.79,24.79
70899,7,24.79,
70900,5,23.70,23.70
70900,6,23.70,23.70
70900,7,23.70,
70901,5,64.71,64.71
70901,6,64.71,64.71
70901,7,64.71,
70902,5,127.47,127.47
70902,6,127.47,127.47
70902,7,127.47,
70903,5,57.68,57.68
70903,6,57.68,57.68
70903,7,57.68,
70904,5,76.54,76.54
70904,6,76.54,76.54
70904,7,76.54,
70905,5,140.39,140.39
70905,6,140.39,140.39
70905,7,140.39,
70906,5,65.11,65.11
70906,6,65.11,65.11
70906,7,65.11,
70907,5,143.21,143.21
70907,6,143.21,143.21
70907,7,143.21,
70908,5,61.97,61.97
70908,6,61.97,61.97
70908,7,61.97,
70909,5,84.51,84.51
70909,6,84.51,84.51
70909,7,84.51,
70910,5,151.06,151.06
70910,6,151.06,151.06
70910,7,151.06,
70911,5,117.75,117.75
70911,6,117.75,117.75
70911,7,117.75,
70912,5,25.36,25.36
70912,6,25.36,25.36
70912,7,25.36,
70913,5,159.49,159.49
70913,6,159.49,159.49
70913,7,159.49,
70914,5,75.75,75.75
70914,6,75.75,75.75
70914,7,75.75,
70915,5,26.43,26.43
70915,6,26.43,26.43
70915,7,26.43,
70916,5,117.11,117.11
70916,6,117.11,117.11
70916,7,117.11,
